,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
2646,2646,192085244,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2019-10-21 13:45,2019,10,Monday,13,,,42.359277,-71.067713,"(42.35927700, -71.06771300)",2019-10-21,13:45,21,45,2019-10-21 13:45,TRUE
2650,2650,192086197,3114,,INVESTIGATE PROPERTY,A1,94,0,2019-10-24 12:00,2019,10,Thursday,12,,STATE ST,42.359286,-71.053791,"(42.35928600, -71.05379100)",2019-10-24,12:00,24,0,2019-10-24 12:00,TRUE
2672,2672,I192070993,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,67,,2019-09-04 13:00,2019,9,Wednesday,13,Part Three,GARDEN ST,42.35931275,-71.06682494,"(42.35931275, -71.06682494)",2019-09-04,13:00,4,0,2019-09-04 13:00,TRUE
2789,2789,I192005678,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-01-22 12:41,2019,1,Tuesday,12,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",2019-01-22,12:41,22,41,2019-01-22 12:41,TRUE
2813,2813,I192009981,3115,Investigate Person,INVESTIGATE PERSON,A1,92,,2019-02-07 14:19,2019,2,Thursday,14,Part Three,CAMBRIDGE ST,42.35945371,-71.05964817,"(42.35945371, -71.05964817)",2019-02-07,14:19,7,19,2019-02-07 14:19,TRUE
2858,2858,I192036089,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,67,,2019-05-15 13:00,2019,5,Wednesday,13,Part Two,REVERE ST,42.35954321,-71.06749237,"(42.35954321, -71.06749237)",2019-05-15,13:00,15,0,2019-05-15 13:00,TRUE
2861,2861,I192052530,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2019-07-09 8:30,2019,7,Tuesday,8,Part Three,REVERE ST,42.35955558,-71.06704724,"(42.35955558, -71.06704724)",2019-07-09,8:30,9,30,2019-07-09 8:30,TRUE
2876,2876,192081079,3410,,TOWED MOTOR VEHICLE,A1,67,0,2019-10-07 9:55,2019,10,Monday,9,,REVERE ST,42.359567,-71.0666,"(42.35956700, -71.06660000)",2019-10-07,9:55,7,55,2019-10-07 9:55,TRUE
2884,2884,I192052528,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2019-07-09 7:55,2019,7,Tuesday,7,Part Three,REVERE ST,42.35956724,-71.06660081,"(42.35956724, -71.06660081)",2019-07-09,7:55,9,55,2019-07-09 7:55,TRUE
2976,2976,I192074080,3114,Investigate Property,INVESTIGATE PROPERTY,A1,92,,2019-09-15 7:24,2019,9,Sunday,7,Part Three,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)",2019-09-15,7:24,15,24,2019-09-15 7:24,TRUE
2990,2990,I192058269,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,92,,2019-07-27 11:32,2019,7,Saturday,11,Part Two,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)",2019-07-27,11:32,27,32,2019-07-27 11:32,TRUE
3031,3031,I192050664,1402,Vandalism,VANDALISM,A1,94,,2019-07-02 23:30,2019,7,Tuesday,23,Part Two,CHATHAM ST,42.35973135,-71.05361653,"(42.35973135, -71.05361653)",2019-07-02,23:30,2,30,2019-07-02 23:30,TRUE
3073,3073,192083545,3005,,SICK ASSIST,A1,73,0,2019-10-15 17:44,2019,10,Tuesday,17,,CENTER PLZ,42.359883,-71.060161,"(42.35988300, -71.06016100)",2019-10-15,17:44,15,44,2019-10-15 17:44,TRUE
3074,3074,192081082,3115,,INVESTIGATE PERSON,A1,73,0,2019-10-07 12:06,2019,10,Monday,12,,CENTER PLZ,42.359883,-71.060161,"(42.35988300, -71.06016100)",2019-10-07,12:06,7,6,2019-10-07 12:06,TRUE
3078,3078,I192071291,613,Larceny,LARCENY SHOPLIFTING,A1,73,,2019-09-06 12:36,2019,9,Friday,12,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-09-06,12:36,6,36,2019-09-06 12:36,TRUE
3079,3079,I192071291,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,73,,2019-09-06 12:36,2019,9,Friday,12,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-09-06,12:36,6,36,2019-09-06 12:36,TRUE
3084,3084,I192055017,613,Larceny,LARCENY SHOPLIFTING,A1,73,,2019-07-17 10:53,2019,7,Wednesday,10,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-07-17,10:53,17,53,2019-07-17 10:53,TRUE
3085,3085,I192055017,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,73,,2019-07-17 10:53,2019,7,Wednesday,10,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-07-17,10:53,17,53,2019-07-17 10:53,TRUE
3087,3087,I192052348,619,Larceny,LARCENY ALL OTHERS,A1,73,,2019-07-08 15:00,2019,7,Monday,15,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-07-08,15:00,8,0,2019-07-08 15:00,TRUE
3088,3088,I192065579,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,73,,2019-06-12 13:30,2019,6,Wednesday,13,Part Three,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-06-12,13:30,12,30,2019-06-12 13:30,TRUE
3090,3090,I192040102,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,73,,2019-05-28 23:24,2019,5,Tuesday,23,Part Three,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-05-28,23:24,28,24,2019-05-28 23:24,TRUE
3091,3091,I192035438,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,73,,2019-05-13 9:51,2019,5,Monday,9,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-05-13,9:51,13,51,2019-05-13 9:51,TRUE
3093,3093,I192021853,613,Larceny,LARCENY SHOPLIFTING,A1,73,,2019-03-25 9:31,2019,3,Monday,9,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-03-25,9:31,25,31,2019-03-25 9:31,TRUE
3094,3094,I192021853,2647,Other,THREATS TO DO BODILY HARM,A1,73,,2019-03-25 9:31,2019,3,Monday,9,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-03-25,9:31,25,31,2019-03-25 9:31,TRUE
3096,3096,I192020731,1402,Vandalism,VANDALISM,A1,73,,2019-03-20 19:09,2019,3,Wednesday,19,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-03-20,19:09,20,9,2019-03-20 19:09,TRUE
3097,3097,I192011057,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,73,,2019-02-11 14:29,2019,2,Monday,14,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-02-11,14:29,11,29,2019-02-11 14:29,TRUE
3098,3098,I192011057,613,Larceny,LARCENY SHOPLIFTING,A1,73,,2019-02-11 14:29,2019,2,Monday,14,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-02-11,14:29,11,29,2019-02-11 14:29,TRUE
3099,3099,I192009545,3207,Property Found,PROPERTY - FOUND,A1,73,,2019-02-05 20:18,2019,2,Tuesday,20,Part Three,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-02-05,20:18,5,18,2019-02-05 20:18,TRUE
3105,3105,I192000017,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,73,,2019-01-01 0:23,2019,1,Tuesday,0,Part Two,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)",2019-01-01,0:23,1,23,2019-01-01 0:23,TRUE
3118,3118,I192046875,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,67,,2019-06-19 12:00,2019,6,Wednesday,12,Part Two,GARDEN ST,42.35993962,-71.06687452,"(42.35993962, -71.06687452)",2019-06-19,12:00,19,0,2019-06-19 12:00,TRUE
3131,3131,192101165,3410,,TOWED MOTOR VEHICLE,A1,67,0,2019-12-16 9:26,2019,12,Monday,9,,IRVING ST,42.359951,-71.066352,"(42.35995100, -71.06635200)",2019-12-16,9:26,16,26,2019-12-16 9:26,TRUE
3170,3170,192086330,613,,LARCENY SHOPLIFTING,A1,94,0,2019-10-24 18:49,2019,10,Thursday,18,,FANEUIL HALL MARKETPLACE,42.359979,-71.054741,"(42.35997900, -71.05474100)",2019-10-24,18:49,24,49,2019-10-24 18:49,TRUE
3193,3193,I192070605,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-09-04 11:56,2019,9,Wednesday,11,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-09-04,11:56,4,56,2019-09-04 11:56,TRUE
3253,3253,I192038666,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-05-23 19:16,2019,5,Thursday,19,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-05-23,19:16,23,16,2019-05-23 19:16,TRUE
3276,3276,I192024604,3201,Property Lost,PROPERTY - LOST,A1,94,,2019-03-31 22:00,2019,3,Sunday,22,Part Three,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-03-31,22:00,31,0,2019-03-31 22:00,TRUE
3283,3283,I192019527,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-03-16 10:44,2019,3,Saturday,10,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-03-16,10:44,16,44,2019-03-16 10:44,TRUE
3293,3293,I192016546,613,Larceny,LARCENY SHOPLIFTING,A1,93,,2019-03-05 11:05,2019,3,Tuesday,11,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-03-05,11:05,5,5,2019-03-05 11:05,TRUE
3294,3294,I192017056,617,Larceny,LARCENY THEFT FROM BUILDING,A1,94,,2019-03-05 9:00,2019,3,Tuesday,9,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)",2019-03-05,9:00,5,0,2019-03-05 9:00,TRUE
3329,3329,192088163,3410,,TOWED MOTOR VEHICLE,A1,66,0,2019-10-31 8:51,2019,10,Thursday,8,,ANDERSON ST,42.360028,-71.067768,"(42.36002800, -71.06776800)",2019-10-31,8:51,31,51,2019-10-31 8:51,TRUE
3333,3333,I192074490,3201,Property Lost,PROPERTY - LOST,A1,66,,2019-08-22 13:15,2019,8,Thursday,13,Part Three,ANDERSON ST,42.36002828,-71.06776812,"(42.36002828, -71.06776812)",2019-08-22,13:15,22,15,2019-08-22 13:15,TRUE
3352,3352,I192063365,3114,Investigate Property,INVESTIGATE PROPERTY,A1,66,,2019-08-13 12:20,2019,8,Tuesday,12,Part Three,W CEDAR ST,42.36016976,-71.07005363,"(42.36016976, -71.07005363)",2019-08-13,12:20,13,20,2019-08-13 12:20,TRUE
3357,3357,192093965,613,,LARCENY SHOPLIFTING,A1,93,0,2019-11-20 12:23,2019,11,Wednesday,12,,FANEUIL HALL SQ,42.360204,-71.056208,"(42.36020400, -71.05620800)",2019-11-20,12:23,20,23,2019-11-20 12:23,TRUE
3360,3360,192082381,3201,,PROPERTY - LOST/ MISSING,A1,93,0,2019-10-11 12:30,2019,10,Friday,12,,FANEUIL HALL SQ,42.360204,-71.056208,"(42.36020400, -71.05620800)",2019-10-11,12:30,11,30,2019-10-11 12:30,TRUE
3373,3373,I192041644,3125,Warrant Arrests,WARRANT ARREST,A1,93,,2019-06-03 12:44,2019,6,Monday,12,Part Three,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)",2019-06-03,12:44,3,44,2019-06-03 12:44,TRUE
3374,3374,I192041644,613,Larceny,LARCENY SHOPLIFTING,A1,93,,2019-06-03 12:44,2019,6,Monday,12,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)",2019-06-03,12:44,3,44,2019-06-03 12:44,TRUE
3375,3375,I192041644,2610,Other,TRESPASSING,A1,93,,2019-06-03 12:44,2019,6,Monday,12,Part Two,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)",2019-06-03,12:44,3,44,2019-06-03 12:44,TRUE
3386,3386,192097997,3201,,PROPERTY - LOST/ MISSING,A1,93,0,2019-12-05 14:00,2019,12,Thursday,14,,,42.360223,-71.057134,"(42.36022300, -71.05713400)",2019-12-05,14:00,5,0,2019-12-05 14:00,TRUE
3411,3411,I192060532,1402,Vandalism,VANDALISM,A1,68,,2019-08-04 5:44,2019,8,Sunday,5,Part Two,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)",2019-08-04,5:44,4,44,2019-08-04 5:44,TRUE
3435,3435,192080089,3106,,PROPERTY - ACCIDENTAL DAMAGE,A1, ,0,2019-10-03 20:49,2019,10,Thursday,20,,,42.360289,-71.068687,"(42.36028900, -71.06868700)",2019-10-03,20:49,3,49,2019-10-03 20:49,TRUE
3437,3437,I192051961,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,93,,2019-07-07 14:06,2019,7,Sunday,14,Part Two,NORTH ST,42.36028918,-71.0569233,"(42.36028918, -71.05692330)",2019-07-07,14:06,7,6,2019-07-07 14:06,TRUE
3449,3449,192093346,3410,,TOWED MOTOR VEHICLE,A1,67,0,2019-11-18 9:09,2019,11,Monday,9,,PHILLIPS ST,42.360314,-71.067178,"(42.36031400, -71.06717800)",2019-11-18,9:09,18,9,2019-11-18 9:09,TRUE
3452,3452,I192032081,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,67,,2019-05-01 12:30,2019,5,Wednesday,12,Part Three,PHILLIPS ST,42.36031427,-71.06717833,"(42.36031427, -71.06717833)",2019-05-01,12:30,1,30,2019-05-01 12:30,TRUE
3459,3459,I192075684,1402,Vandalism,VANDALISM,A1,67,,2019-09-18 8:00,2019,9,Wednesday,8,Part Two,GARDEN ST,42.36031809,-71.06690755,"(42.36031809, -71.06690755)",2019-09-18,8:00,18,0,2019-09-18 8:00,TRUE
3491,3491,192086199,2657,,VIOLATION - CITY ORDINANCE,A1, ,0,2019-10-24 13:40,2019,10,Thursday,13,,,42.360369,-71.056722,"(42.36036900, -71.05672200)",2019-10-24,13:40,24,40,2019-10-24 13:40,TRUE
3592,3592,I192037894,3125,Warrant Arrests,WARRANT ARREST,A1,72,,2019-05-21 15:17,2019,5,Tuesday,15,Part Three,SOMERSET ST,42.36053646,-71.06140652,"(42.36053646, -71.06140652)",2019-05-21,15:17,21,17,2019-05-21 15:17,TRUE
3601,3601,I192058063,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2019-07-27 8:50,2019,7,Saturday,8,Part Three,JOY ST,42.36058947,-71.0651034,"(42.36058947, -71.06510340)",2019-07-27,8:50,27,50,2019-07-27 8:50,TRUE
3690,3690,I192022786,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2019-03-28 14:42,2019,3,Thursday,14,Part One,CLINTON ST,42.36067984,-71.05482325,"(42.36067984, -71.05482325)",2019-03-28,14:42,28,42,2019-03-28 14:42,TRUE
3749,3749,192090557,3805,,M/V ACCIDENT - POLICE VEHICLE,A1,94,0,2019-11-08 9:42,2019,11,Friday,9,,,42.360705,-71.055868,"(42.36070500, -71.05586800)",2019-11-08,9:42,8,42,2019-11-08 9:42,TRUE
3767,3767,I192055320,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2019-07-18 8:48,2019,7,Thursday,8,Part Three,IRVING ST,42.36073358,-71.0663758,"(42.36073358, -71.06637580)",2019-07-18,8:48,18,48,2019-07-18 8:48,TRUE
3770,3770,192103874,2905,,VAL - VIOLATION OF AUTO LAW,A1,73,0,2019-12-20 13:31,2019,12,Friday,13,,,42.360743,-71.06104,"(42.36074300, -71.06104000)",2019-12-20,13:31,20,31,2019-12-20 13:31,TRUE
3772,3772,192090876,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2019-11-09 12:10,2019,11,Saturday,12,,TEMPLE ST,42.360746,-71.06366,"(42.36074600, -71.06366000)",2019-11-09,12:10,9,10,2019-11-09 12:10,TRUE
3775,3775,I192069023,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,2019-08-12 10:00,2019,8,Monday,10,Part Two,TEMPLE ST,42.36074631,-71.06366015,"(42.36074631, -71.06366015)",2019-08-12,10:00,12,0,2019-08-12 10:00,TRUE
3778,3778,I192048119,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,2019-05-29 9:00,2019,5,Wednesday,9,Part Two,TEMPLE ST,42.36074631,-71.06366015,"(42.36074631, -71.06366015)",2019-05-29,9:00,29,0,2019-05-29 9:00,TRUE
3780,3780,I192035690,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,2019-05-01 12:00,2019,5,Wednesday,12,Part Two,TEMPLE ST,42.36074631,-71.06366015,"(42.36074631, -71.06366015)",2019-05-01,12:00,1,0,2019-05-01 12:00,TRUE
3781,3781,I192035815,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,68,,2019-05-01 9:00,2019,5,Wednesday,9,Part Two,TEMPLE ST,42.36074631,-71.06366015,"(42.36074631, -71.06366015)",2019-05-01,9:00,1,0,2019-05-01 9:00,TRUE
3824,3824,192080152,3410,,TOWED MOTOR VEHICLE,A1, ,0,2019-10-04 4:01,2019,10,Friday,4,,,42.360944,-71.061279,"(42.36094400, -71.06127900)",2019-10-04,4:01,4,1,2019-10-04 4:01,TRUE
3826,3826,I192016550,3410,Towed,TOWED MOTOR VEHICLE,A1,66,,2019-03-05 12:34,2019,3,Tuesday,12,Part Three,CAMBRIDGE ST,42.36094905,-71.07016845,"(42.36094905, -71.07016845)",2019-03-05,12:34,5,34,2019-03-05 12:34,TRUE
3844,3844,I192020053,3115,Investigate Person,INVESTIGATE PERSON,D14,810,,2019-03-18 12:50,2019,3,Monday,12,Part Three,ATHOL ST,42.36107276,-71.1343124,"(42.36107276, -71.13431240)",2019-03-18,12:50,18,50,2019-03-18 12:50,TRUE
3855,3855,I192043917,617,Larceny,LARCENY THEFT FROM BUILDING,A1,66,,2019-06-10 10:23,2019,6,Monday,10,Part One,CAMBRIDGE ST,42.36108137,-71.06850983,"(42.36108137, -71.06850983)",2019-06-10,10:23,10,23,2019-06-10 10:23,TRUE
3856,3856,I192015120,613,Larceny,LARCENY SHOPLIFTING,A1,66,,2019-02-27 14:07,2019,2,Wednesday,14,Part One,CAMBRIDGE ST,42.36108137,-71.06850983,"(42.36108137, -71.06850983)",2019-02-27,14:07,27,7,2019-02-27 14:07,TRUE
3875,3875,I192070919,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,72,,2019-09-05 12:00,2019,9,Thursday,12,Part One,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-09-05,12:00,5,0,2019-09-05 12:00,TRUE
3876,3876,I192066633,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,72,,2019-08-23 12:04,2019,8,Friday,12,Part Three,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-08-23,12:04,23,4,2019-08-23 12:04,TRUE
3878,3878,I192018369,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,72,,2019-03-12 13:38,2019,3,Tuesday,13,Part Three,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-03-12,13:38,12,38,2019-03-12 13:38,TRUE
3879,3879,I192014458,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,72,,2019-02-25 10:45,2019,2,Monday,10,Part Three,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-02-25,10:45,25,45,2019-02-25 10:45,TRUE
3881,3881,I192008322,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,72,,2019-01-31 9:13,2019,1,Thursday,9,Part Two,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-01-31,9:13,31,13,2019-01-31 9:13,TRUE
3882,3882,I192003631,2647,Other,THREATS TO DO BODILY HARM,A1,72,,2019-01-14 12:11,2019,1,Monday,12,Part Two,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2019-01-14,12:11,14,11,2019-01-14 12:11,TRUE
3896,3896,I192016591,3125,Warrant Arrests,WARRANT ARREST,A1,77,,2019-03-05 14:56,2019,3,Tuesday,14,Part Three,NEW SUDBURY ST,42.36111828,-71.06116051,"(42.36111828, -71.06116051)",2019-03-05,14:56,5,56,2019-03-05 14:56,TRUE
3932,3932,I192003722,619,Larceny,LARCENY ALL OTHERS,A1,68,,2019-01-10 0:00,2019,1,Thursday,0,Part One,CAMBRIDGE ST,42.36116798,-71.06355607,"(42.36116798, -71.06355607)",2019-01-10,0:00,10,0,2019-01-10 0:00,TRUE
3941,3941,192088516,801,,ASSAULT - SIMPLE,A1,68,0,2019-11-01 10:45,2019,11,Friday,10,,CAMBRIDGE ST,42.361173,-71.06313,"(42.36117300, -71.06313000)",2019-11-01,10:45,1,45,2019-11-01 10:45,TRUE
3949,3949,I192038546,1402,Vandalism,VANDALISM,A1,72,,2019-05-23 14:28,2019,5,Thursday,14,Part Two,BOWDOIN ST,42.36118028,-71.06286446,"(42.36118028, -71.06286446)",2019-05-23,14:28,23,28,2019-05-23 14:28,TRUE
3950,3950,I192031528,2647,Other,THREATS TO DO BODILY HARM,A1,72,,2019-04-29 13:51,2019,4,Monday,13,Part Two,BOWDOIN ST,42.36118028,-71.06286446,"(42.36118028, -71.06286446)",2019-04-29,13:51,29,51,2019-04-29 13:51,TRUE
3987,3987,I192064190,613,Larceny,LARCENY SHOPLIFTING,A1,65,,2019-08-15 20:39,2019,8,Thursday,20,Part One,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)",2019-08-15,20:39,15,39,2019-08-15 20:39,TRUE
4017,4017,I192011805,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,65,,2019-02-14 14:30,2019,2,Thursday,14,Part Three,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)",2019-02-14,14:30,14,30,2019-02-14 14:30,TRUE
4023,4023,I192025895,617,Larceny,LARCENY THEFT FROM BUILDING,A1,65,,2019-04-08 13:00,2019,4,Monday,13,Part One,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)",2019-04-08,13:00,8,0,2019-04-08 13:00,TRUE
4024,4024,I192018096,3125,Warrant Arrests,WARRANT ARREST,A1,65,,2019-03-11 12:10,2019,3,Monday,12,Part Three,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)",2019-03-11,12:10,11,10,2019-03-11 12:10,TRUE
4025,4025,I192018096,3115,Investigate Person,INVESTIGATE PERSON,A1,65,,2019-03-11 12:10,2019,3,Monday,12,Part Three,CAMBRIDGE ST,42.36124327,-71.06497327,"(42.36124327, -71.06497327)",2019-03-11,12:10,11,10,2019-03-11 12:10,TRUE
4028,4028,I192075163,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,A1,65,,2019-09-18 17:41,2019,9,Wednesday,17,Part Three,CAMBRIDGE ST,42.36126453,-71.06440754,"(42.36126453, -71.06440754)",2019-09-18,17:41,18,41,2019-09-18 17:41,TRUE
4093,4093,192090375,3114,,INVESTIGATE PROPERTY,A1, ,0,2019-11-07 14:25,2019,11,Thursday,14,,,42.361297,-71.062831,"(42.36129700, -71.06283100)",2019-11-07,14:25,7,25,2019-11-07 14:25,TRUE
4124,4124,I192076879,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,,2019-09-23 21:59,2019,9,Monday,21,Part Three,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)",2019-09-23,21:59,23,59,2019-09-23 21:59,TRUE
4195,4195,I192028765,617,Larceny,LARCENY THEFT FROM BUILDING,A1,77,,2019-04-19 10:50,2019,4,Friday,10,Part One,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",2019-04-19,10:50,19,50,2019-04-19 10:50,TRUE
4196,4196,I192024206,2647,Other,THREATS TO DO BODILY HARM,A1,77,,2019-04-02 10:55,2019,4,Tuesday,10,Part Two,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",2019-04-02,10:55,2,55,2019-04-02 10:55,TRUE
4198,4198,I192014200,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,77,,2019-02-21 7:30,2019,2,Thursday,7,Part One,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",2019-02-21,7:30,21,30,2019-02-21 7:30,TRUE
4199,4199,I192014200,2629,Harassment,HARASSMENT,A1,77,,2019-02-21 7:30,2019,2,Thursday,7,Part Two,BULFINCH PL,42.36152577,-71.06133846,"(42.36152577, -71.06133846)",2019-02-21,7:30,21,30,2019-02-21 7:30,TRUE
4294,4294,I192019247,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,65,,2019-03-15 10:30,2019,3,Friday,10,Part One,STANIFORD ST,42.36173448,-71.06386593,"(42.36173448, -71.06386593)",2019-03-15,10:30,15,30,2019-03-15 10:30,TRUE
4296,4296,I192074740,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,74,,2019-09-17 13:14,2019,9,Tuesday,13,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-09-17,13:14,17,14,2019-09-17 13:14,TRUE
4297,4297,I192074445,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,74,,2019-09-16 13:52,2019,9,Monday,13,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-09-16,13:52,16,52,2019-09-16 13:52,TRUE
4298,4298,I192068338,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,74,,2019-08-28 13:17,2019,8,Wednesday,13,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-08-28,13:17,28,17,2019-08-28 13:17,TRUE
4299,4299,I192064306,2629,Harassment,HARASSMENT,A1,74,,2019-08-16 11:19,2019,8,Friday,11,Part Two,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-08-16,11:19,16,19,2019-08-16 11:19,TRUE
4300,4300,I192054997,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,74,,2019-07-17 10:44,2019,7,Wednesday,10,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-07-17,10:44,17,44,2019-07-17 10:44,TRUE
