,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
11735,I192064323,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A15,51,,2019-08-16 11:59,2019,8,Friday,11,Part Two,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-08-16,11:59,16,59,2019-08-16 11:59:00,FALSE
11736,I192064088,1402,Vandalism,VANDALISM,A15,51,,2019-08-15 15:47,2019,8,Thursday,15,Part Two,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-08-15,15:47,15,47,2019-08-15 15:47:00,FALSE
11737,I192063462,2629,Harassment,HARASSMENT,A15,51,,2019-08-13 17:13,2019,8,Tuesday,17,Part Two,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-08-13,17:13,13,13,2019-08-13 17:13:00,FALSE
11738,I192047325,3410,Towed,TOWED MOTOR VEHICLE,A15,51,,2019-06-22 8:02,2019,6,Saturday,8,Part Three,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-06-22,8:02,22,2,2019-06-22 08:02:00,FALSE
11739,I192044918,2629,Harassment,HARASSMENT,A15,51,,2019-06-14 22:00,2019,6,Friday,22,Part Two,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-06-14,22:00,14,0,2019-06-14 22:00:00,FALSE
11740,I192044918,3115,Investigate Person,INVESTIGATE PERSON,A15,51,,2019-06-14 22:00,2019,6,Friday,22,Part Three,BALDWIN ST,42.38192649,-71.07041758,"(42.38192649, -71.07041758)",2019-06-14,22:00,14,0,2019-06-14 22:00:00,FALSE
11741,192085434,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A7, ,0,2019-10-22 0:27,2019,10,Tuesday,0,,,42.381943,-71.01796,"(42.38194300, -71.01796000)",2019-10-22,0:27,22,27,2019-10-22 00:27:00,FALSE
11742,192102946,3115,,INVESTIGATE PERSON,A7,16,0,2019-12-22 19:06,2019,12,Sunday,19,,FALCON ST,42.381962,-71.03184399999999,"(42.38196200, -71.03184400)",2019-12-22,19:06,22,6,2019-12-22 19:06:00,FALSE
11743,192094408,3114,,INVESTIGATE PROPERTY,A7,16,0,2019-11-21 18:19,2019,11,Thursday,18,,FALCON ST,42.381962,-71.03184399999999,"(42.38196200, -71.03184400)",2019-11-21,18:19,21,19,2019-11-21 18:19:00,FALSE
11744,192083758,3114,,INVESTIGATE PROPERTY,A7,16,0,2019-10-16 11:00,2019,10,Wednesday,11,,FALCON ST,42.381962,-71.03184399999999,"(42.38196200, -71.03184400)",2019-10-16,11:00,16,0,2019-10-16 11:00:00,FALSE
11745,192079191,804,,STALKING,A7,16,0,2019-09-30 19:30,2019,9,Monday,19,,FALCON ST,42.381962,-71.03184399999999,"(42.38196200, -71.03184400)",2019-09-30,19:30,30,30,2019-09-30 19:30:00,FALSE
11746,I192077320,3410,Towed,TOWED MOTOR VEHICLE,A7,16,,2019-09-25 7:25,2019,9,Wednesday,7,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-09-25,7:25,25,25,2019-09-25 07:25:00,FALSE
11747,I192077506,3115,Investigate Person,INVESTIGATE PERSON,A7,16,,2019-09-23 17:30,2019,9,Monday,17,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-09-23,17:30,23,30,2019-09-23 17:30:00,FALSE
11748,I192062002,3115,Investigate Person,INVESTIGATE PERSON,A7,16,,2019-08-08 17:57,2019,8,Thursday,17,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-08-08,17:57,8,57,2019-08-08 17:57:00,FALSE
11749,I192061208,619,Larceny,LARCENY ALL OTHERS,A7,16,,2019-08-06 12:00,2019,8,Tuesday,12,Part One,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-08-06,12:00,6,0,2019-08-06 12:00:00,FALSE
11750,I192054861,3201,Property Lost,PROPERTY - LOST,A7,16,,2019-07-16 20:32,2019,7,Tuesday,20,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-07-16,20:32,16,32,2019-07-16 20:32:00,FALSE
11751,I192046026,2629,Harassment,HARASSMENT,A7,16,,2019-06-17 19:08,2019,6,Monday,19,Part Two,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-06-17,19:08,17,8,2019-06-17 19:08:00,FALSE
11752,I192043253,3114,Investigate Property,INVESTIGATE PROPERTY,A7,16,,2019-06-08 9:21,2019,6,Saturday,9,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-06-08,9:21,8,21,2019-06-08 09:21:00,FALSE
11753,I192038687,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,16,,2019-05-23 21:04,2019,5,Thursday,21,Part Two,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-05-23,21:04,23,4,2019-05-23 21:04:00,FALSE
11754,I192017689,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,16,,2019-03-09 16:18,2019,3,Saturday,16,Part Two,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-03-09,16:18,9,18,2019-03-09 16:18:00,FALSE
11755,I192002354,3114,Investigate Property,INVESTIGATE PROPERTY,A7,16,,2019-01-09 13:01,2019,1,Wednesday,13,Part Three,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)",2019-01-09,13:01,9,1,2019-01-09 13:01:00,FALSE
11756,I192064639,3301,Verbal Disputes,VERBAL DISPUTE,A15,51,,2019-08-17 10:30,2019,8,Saturday,10,Part Three,MAIN ST,42.38196259,-71.07144973,"(42.38196259, -71.07144973)",2019-08-17,10:30,17,30,2019-08-17 10:30:00,FALSE
11757,I192049358,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A15,51,,2019-06-28 19:23,2019,6,Friday,19,Part Three,MAIN ST,42.38196259,-71.07144973,"(42.38196259, -71.07144973)",2019-06-28,19:23,28,23,2019-06-28 19:23:00,FALSE
11758,I192046424,3201,Property Lost,PROPERTY - LOST,A15,51,,2019-06-18 23:45,2019,6,Tuesday,23,Part Three,MAIN ST,42.38196259,-71.07144973,"(42.38196259, -71.07144973)",2019-06-18,23:45,18,45,2019-06-18 23:45:00,FALSE
11759,I192024098,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,51,,2019-04-01 20:31,2019,4,Monday,20,Part Three,MAIN ST,42.38196259,-71.07144973,"(42.38196259, -71.07144973)",2019-04-01,20:31,1,31,2019-04-01 20:31:00,FALSE
11760,I192017844,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,51,,2019-03-09 16:00,2019,3,Saturday,16,Part One,MAIN ST,42.38196259,-71.07144973,"(42.38196259, -71.07144973)",2019-03-09,16:00,9,0,2019-03-09 16:00:00,FALSE
11761,I192000753,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,25,,2019-01-03 15:27,2019,1,Thursday,15,Part Three,FALCON ST,42.38196626,-71.03342267,"(42.38196626, -71.03342267)",2019-01-03,15:27,3,27,2019-01-03 15:27:00,FALSE
11762,192100378,1102,,FRAUD - FALSE PRETENSE / SCHEME,A7,25,0,2019-12-13 17:12,2019,12,Friday,17,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-12-13,17:12,13,12,2019-12-13 17:12:00,FALSE
11763,192098353,1102,,FRAUD - FALSE PRETENSE / SCHEME,A7,25,0,2019-12-06 0:00,2019,12,Friday,0,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-12-06,0:00,6,0,2019-12-06 00:00:00,FALSE
11764,192094862,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7,25,0,2019-11-22 19:00,2019,11,Friday,19,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-11-22,19:00,22,0,2019-11-22 19:00:00,FALSE
11765,192086678,3502,,MISSING PERSON - LOCATED,A7,25,0,2019-10-25 6:00,2019,10,Friday,6,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-10-25,6:00,25,0,2019-10-25 06:00:00,FALSE
11766,192080389,3301,,VERBAL DISPUTE,A7,25,0,2019-10-04 19:34,2019,10,Friday,19,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-10-04,19:34,4,34,2019-10-04 19:34:00,FALSE
11767,192078848,3115,,INVESTIGATE PERSON,A7,25,0,2019-09-29 21:44,2019,9,Sunday,21,,FALCON ST,42.38197,-71.03475300000001,"(42.38197000, -71.03475300)",2019-09-29,21:44,29,44,2019-09-29 21:44:00,FALSE
11768,I192067879,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-08-27 9:48,2019,8,Tuesday,9,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-08-27,9:48,27,48,2019-08-27 09:48:00,FALSE
11769,I192067879,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-08-27 9:48,2019,8,Tuesday,9,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-08-27,9:48,27,48,2019-08-27 09:48:00,FALSE
11770,I192064847,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-08-18 15:31,2019,8,Sunday,15,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-08-18,15:31,18,31,2019-08-18 15:31:00,FALSE
11771,I192059165,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-07-30 23:18,2019,7,Tuesday,23,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-07-30,23:18,30,18,2019-07-30 23:18:00,FALSE
11772,I192059165,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-07-30 23:18,2019,7,Tuesday,23,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-07-30,23:18,30,18,2019-07-30 23:18:00,FALSE
11773,I192058435,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-07-28 16:23,2019,7,Sunday,16,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-07-28,16:23,28,23,2019-07-28 16:23:00,FALSE
11774,I192055747,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-07-19 16:27,2019,7,Friday,16,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-07-19,16:27,19,27,2019-07-19 16:27:00,FALSE
11775,I192050738,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-07-03 9:32,2019,7,Wednesday,9,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-07-03,9:32,3,32,2019-07-03 09:32:00,FALSE
11776,I192046154,3402,Service,ANIMAL INCIDENTS,A7,25,,2019-06-15 17:50,2019,6,Saturday,17,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-06-15,17:50,15,50,2019-06-15 17:50:00,FALSE
11777,I192041982,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,A7,25,,2019-06-03 6:00,2019,6,Monday,6,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-06-03,6:00,3,0,2019-06-03 06:00:00,FALSE
11778,I192040193,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-05-27 22:00,2019,5,Monday,22,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-05-27,22:00,27,0,2019-05-27 22:00:00,FALSE
11779,I192040193,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-05-27 22:00,2019,5,Monday,22,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-05-27,22:00,27,0,2019-05-27 22:00:00,FALSE
11780,I192037419,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-05-19 21:44,2019,5,Sunday,21,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-05-19,21:44,19,44,2019-05-19 21:44:00,FALSE
11781,I192036598,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-05-16 16:30,2019,5,Thursday,16,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-05-16,16:30,16,30,2019-05-16 16:30:00,FALSE
11782,I192030298,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-04-24 6:30,2019,4,Wednesday,6,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-04-24,6:30,24,30,2019-04-24 06:30:00,FALSE
11783,I192030298,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-04-24 6:30,2019,4,Wednesday,6,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-04-24,6:30,24,30,2019-04-24 06:30:00,FALSE
11784,I192029654,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-04-22 21:23,2019,4,Monday,21,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-04-22,21:23,22,23,2019-04-22 21:23:00,FALSE
11785,I192024832,1402,Vandalism,VANDALISM,A7,25,,2019-04-01 16:30,2019,4,Monday,16,Part Two,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-04-01,16:30,1,30,2019-04-01 16:30:00,FALSE
11786,I192017972,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,25,,2019-03-11 1:28,2019,3,Monday,1,Part One,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-03-11,1:28,11,28,2019-03-11 01:28:00,FALSE
11787,I192017972,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,2019-03-11 1:28,2019,3,Monday,1,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-03-11,1:28,11,28,2019-03-11 01:28:00,FALSE
11788,I192016320,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,25,,2019-03-04 13:09,2019,3,Monday,13,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-03-04,13:09,4,9,2019-03-04 13:09:00,FALSE
11789,I192009313,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,25,,2019-02-04 23:22,2019,2,Monday,23,Part Two,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-02-04,23:22,4,22,2019-02-04 23:22:00,FALSE
11790,I192007827,3125,Warrant Arrests,WARRANT ARREST,A7,25,,2019-01-30 10:12,2019,1,Wednesday,10,Part Three,FALCON ST,42.38197028,-71.03475395,"(42.38197028, -71.03475395)",2019-01-30,10:12,30,12,2019-01-30 10:12:00,FALSE
11791,192092727,3301,,VERBAL DISPUTE,A7,25,0,2019-11-15 21:57,2019,11,Friday,21,,FALCON ST,42.381972999999995,-71.037689,"(42.38197300, -71.03768900)",2019-11-15,21:57,15,57,2019-11-15 21:57:00,FALSE
11792,192094050,617,,LARCENY THEFT FROM BUILDING,A7,25,0,2019-11-09 17:00,2019,11,Saturday,17,,FALCON ST,42.381972999999995,-71.037689,"(42.38197300, -71.03768900)",2019-11-09,17:00,9,0,2019-11-09 17:00:00,FALSE
11793,192088431,3301,,VERBAL DISPUTE,A7,25,0,2019-11-01 3:14,2019,11,Friday,3,,FALCON ST,42.381972999999995,-71.037689,"(42.38197300, -71.03768900)",2019-11-01,3:14,1,14,2019-11-01 03:14:00,FALSE
11794,192087539,2647,,THREATS TO DO BODILY HARM,A7,25,0,2019-10-29 10:39,2019,10,Tuesday,10,,FALCON ST,42.381972999999995,-71.037689,"(42.38197300, -71.03768900)",2019-10-29,10:39,29,39,2019-10-29 10:39:00,FALSE
11795,I192075939,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-09-20 23:11,2019,9,Friday,23,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-09-20,23:11,20,11,2019-09-20 23:11:00,FALSE
11796,I192075939,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-09-20 23:11,2019,9,Friday,23,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-09-20,23:11,20,11,2019-09-20 23:11:00,FALSE
11797,I192071654,3410,Towed,TOWED MOTOR VEHICLE,A7,25,,2019-09-07 14:14,2019,9,Saturday,14,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-09-07,14:14,7,14,2019-09-07 14:14:00,FALSE
11798,I192058469,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,2019-07-28 17:17,2019,7,Sunday,17,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-07-28,17:17,28,17,2019-07-28 17:17:00,FALSE
11799,I192058905,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,25,,2019-06-23 9:01,2019,6,Sunday,9,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-06-23,9:01,23,1,2019-06-23 09:01:00,FALSE
11800,I192036956,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-05-18 6:49,2019,5,Saturday,6,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-05-18,6:49,18,49,2019-05-18 06:49:00,FALSE
11801,I192036956,3501,Missing Person Reported,MISSING PERSON,A7,25,,2019-05-18 6:49,2019,5,Saturday,6,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-05-18,6:49,18,49,2019-05-18 06:49:00,FALSE
11802,I192033355,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,25,,2019-05-06 5:57,2019,5,Monday,5,Part One,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-05-06,5:57,6,57,2019-05-06 05:57:00,FALSE
11803,I192029403,3502,Missing Person Located,MISSING PERSON - LOCATED,A7,25,,2019-04-21 23:33,2019,4,Sunday,23,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-04-21,23:33,21,33,2019-04-21 23:33:00,FALSE
11804,I192028927,3301,Verbal Disputes,VERBAL DISPUTE,A7,25,,2019-04-19 21:22,2019,4,Friday,21,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-04-19,21:22,19,22,2019-04-19 21:22:00,FALSE
11805,I192028064,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,25,,2019-04-16 12:58,2019,4,Tuesday,12,Other,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-04-16,12:58,16,58,2019-04-16 12:58:00,FALSE
11806,I192024639,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2019-04-03 20:13,2019,4,Wednesday,20,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-04-03,20:13,3,13,2019-04-03 20:13:00,FALSE
11807,I192021425,3207,Property Found,PROPERTY - FOUND,A7,25,,2019-03-23 15:21,2019,3,Saturday,15,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-03-23,15:21,23,21,2019-03-23 15:21:00,FALSE
11808,I192013598,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",A7,25,,2019-02-21 20:05,2019,2,Thursday,20,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-02-21,20:05,21,5,2019-02-21 20:05:00,FALSE
11809,I192010496,3001,Medical Assistance,DEATH INVESTIGATION,A7,25,,2019-02-09 10:11,2019,2,Saturday,10,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-02-09,10:11,9,11,2019-02-09 10:11:00,FALSE
11810,I192005242,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,25,,2019-01-20 12:19,2019,1,Sunday,12,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)",2019-01-20,12:19,20,19,2019-01-20 12:19:00,FALSE
11811,192104489,3410,,TOWED MOTOR VEHICLE,A7, ,0,2019-12-29 8:26,2019,12,Sunday,8,,,42.381974,-71.036085,"(42.38197400, -71.03608500)",2019-12-29,8:26,29,26,2019-12-29 08:26:00,FALSE
11812,I192034692,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,25,,2019-05-10 11:03,2019,5,Friday,11,Part Two,BROOKS ST,42.38197428,-71.03608523,"(42.38197428, -71.03608523)",2019-05-10,11:03,10,3,2019-05-10 11:03:00,FALSE
11813,192079220,3114,,INVESTIGATE PROPERTY,A7, ,0,2019-09-30 19:44,2019,9,Monday,19,,,42.38198,-71.039293,"(42.38198000, -71.03929300)",2019-09-30,19:44,30,44,2019-09-30 19:44:00,FALSE
11814,I192048337,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,2019-06-25 17:51,2019,6,Tuesday,17,Part One,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)",2019-06-25,17:51,25,51,2019-06-25 17:51:00,FALSE
11815,I192012906,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,2019-02-19 6:35,2019,2,Tuesday,6,Part One,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)",2019-02-19,6:35,19,35,2019-02-19 06:35:00,FALSE
11816,I192008844,371,Robbery,ROBBERY - HOME INVASION,A7,26,,2019-02-02 21:00,2019,2,Saturday,21,Part One,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)",2019-02-02,21:00,2,0,2019-02-02 21:00:00,FALSE
11817,I192029090,3410,Towed,TOWED MOTOR VEHICLE,A7,4,,2019-04-20 14:01,2019,4,Saturday,14,Part Three,BAYSWATER ST,42.38199918,-70.99859401,"(42.38199918, -70.99859401)",2019-04-20,14:01,20,1,2019-04-20 14:01:00,FALSE
11818,192087649,724,,AUTO THEFT,A15,51,0,2019-10-28 8:00,2019,10,Monday,8,,RUTHERFORD AVE,42.382007,-71.072171,"(42.38200700, -71.07217100)",2019-10-28,8:00,28,0,2019-10-28 08:00:00,FALSE
11819,I192034423,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,51,,2019-05-09 14:52,2019,5,Thursday,14,Part Two,RUTHERFORD AVE,42.38200717,-71.07217141,"(42.38200717, -71.07217141)",2019-05-09,14:52,9,52,2019-05-09 14:52:00,FALSE
11820,I192052054,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,,2019-07-07 18:53,2019,7,Sunday,18,Part One,CARTER ST,42.38204393,-71.07917878,"(42.38204393, -71.07917878)",2019-07-07,18:53,7,53,2019-07-07 18:53:00,FALSE
11821,192080770,3410,,TOWED MOTOR VEHICLE,A7, ,0,2019-10-06 2:56,2019,10,Sunday,2,,,42.382049,-70.998768,"(42.38204900, -70.99876800)",2019-10-06,2:56,6,56,2019-10-06 02:56:00,FALSE
11822,192105082,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,15,0,2019-12-31 20:23,2019,12,Tuesday,20,,SARATOGA ST,42.38208,-71.02170100000001,"(42.38208000, -71.02170100)",2019-12-31,20:23,31,23,2019-12-31 20:23:00,FALSE
11823,192081892,3130,,SEARCH WARRANT,A7,15,0,2019-10-09 15:00,2019,10,Wednesday,15,,SARATOGA ST,42.38208,-71.02170100000001,"(42.38208000, -71.02170100)",2019-10-09,15:00,9,0,2019-10-09 15:00:00,FALSE
11824,192080126,3115,,INVESTIGATE PERSON,A7,15,0,2019-10-03 23:10,2019,10,Thursday,23,,SARATOGA ST,42.38208,-71.02170100000001,"(42.38208000, -71.02170100)",2019-10-03,23:10,3,10,2019-10-03 23:10:00,FALSE
11825,I192069090,3115,Investigate Person,INVESTIGATE PERSON,A7,15,,2019-08-30 18:41,2019,8,Friday,18,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-08-30,18:41,30,41,2019-08-30 18:41:00,FALSE
11826,I192057213,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,15,,2019-07-24 15:20,2019,7,Wednesday,15,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-07-24,15:20,24,20,2019-07-24 15:20:00,FALSE
11827,I192031983,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,A7,15,,2019-05-01 5:33,2019,5,Wednesday,5,Part Two,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-05-01,5:33,1,33,2019-05-01 05:33:00,FALSE
11828,I192024343,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,A7,15,,2019-04-02 17:51,2019,4,Tuesday,17,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-04-02,17:51,2,51,2019-04-02 17:51:00,FALSE
11829,I192016253,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A7,15,,2019-03-04 8:08,2019,3,Monday,8,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-03-04,8:08,4,8,2019-03-04 08:08:00,FALSE
11830,I192014889,1844,Drug Violation,DRUGS - POSS CLASS C,A7,15,,2019-02-26 17:10,2019,2,Tuesday,17,Part Two,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-02-26,17:10,26,10,2019-02-26 17:10:00,FALSE
11831,I192012725,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,A7,15,,2019-02-17 22:30,2019,2,Sunday,22,Part One,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-02-17,22:30,17,30,2019-02-17 22:30:00,FALSE
11832,I192006680,3301,Verbal Disputes,VERBAL DISPUTE,A7,15,,2019-01-25 22:02,2019,1,Friday,22,Part Three,SARATOGA ST,42.38208102,-71.02170103,"(42.38208102, -71.02170103)",2019-01-25,22:02,25,2,2019-01-25 22:02:00,FALSE
11833,I192022697,3410,Towed,TOWED MOTOR VEHICLE,A15,52,,2019-03-28 9:40,2019,3,Thursday,9,Part Three,BUNKER HILL ST,42.38210141,-71.06896872,"(42.38210141, -71.06896872)",2019-03-28,9:40,28,40,2019-03-28 09:40:00,FALSE
11834,I192024452,3114,Investigate Property,INVESTIGATE PROPERTY,A15,46,,2019-04-03 10:05,2019,4,Wednesday,10,Part Three,BELMONT ST,42.38210819,-71.06473393,"(42.38210819, -71.06473393)",2019-04-03,10:05,3,5,2019-04-03 10:05:00,FALSE
11835,I192009375,3410,Towed,TOWED MOTOR VEHICLE,A15,46,,2019-02-05 9:57,2019,2,Tuesday,9,Part Three,BELMONT ST,42.38210819,-71.06473393,"(42.38210819, -71.06473393)",2019-02-05,9:57,5,57,2019-02-05 09:57:00,FALSE
