INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM,FID,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_STAr,Shape_STLe,Shape__Area,Shape__Length
I192015389,301,Robbery,ROBBERY - STREET,A7,27,,2019-02-28 14:06,2019,2,Thursday,14,Part One,HAVRE ST,42.36953195,-71.0412243,"(42.36953195, -71.04122430)",2019-02-28,14:06:00,28,6,2019-02-28 14:06,TRUE,141,141,25,25,50400,25025050400,504,Census Tract 504,G5020,S,131979,0,42.3682184,-71.0379018,1420513.594,5581.260884,241929.5078,2303.018411
192087558,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,A7,27,0,2019-10-29 11:25,2019,10,Tuesday,11,,MAVERICK SQ,42.36958,-71.039314,"(42.36958000, -71.03931400)",2019-10-29,11:25:00,29,25,2019-10-29 11:25,TRUE,141,141,25,25,50400,25025050400,504,Census Tract 504,G5020,S,131979,0,42.3682184,-71.0379018,1420513.594,5581.260884,241929.5078,2303.018411
I192004480,3201,Property Lost,PROPERTY - LOST,A7,27,,2019-01-16 9:00,2019,1,Wednesday,9,Part Three,MAVERICK SQ,42.36958091,-71.03931444,"(42.36958091, -71.03931444)",2019-01-16,9:00:00,16,0,2019-01-16 9:00,TRUE,141,141,25,25,50400,25025050400,504,Census Tract 504,G5020,S,131979,0,42.3682184,-71.0379018,1420513.594,5581.260884,241929.5078,2303.018411
I192011789,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A7,27,,2019-02-14 13:24,2019,2,Thursday,13,Part Two,PARIS ST,42.36990005,-71.04003478,"(42.36990005, -71.04003478)",2019-02-14,13:24:00,14,24,2019-02-14 13:24,TRUE,141,141,25,25,50400,25025050400,504,Census Tract 504,G5020,S,131979,0,42.3682184,-71.0379018,1420513.594,5581.260884,241929.5078,2303.018411
I192058947,801,Simple Assault,ASSAULT - SIMPLE,A7,902,,2019-07-30 10:51,2019,7,Tuesday,10,Part Two,SUMNER ST,42.36865862,-71.03924873,"(42.36865862, -71.03924873)",2019-07-30,10:51:00,30,51,2019-07-30 10:51,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192041930,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,27,,2019-06-04 9:26,2019,6,Tuesday,9,Part Three,CLIPPER SHIP LN,42.36869194,-71.04148989,"(42.36869194, -71.04148989)",2019-06-04,9:26:00,4,26,2019-06-04 9:26,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192048237,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,27,,2019-06-25 10:46,2019,6,Tuesday,10,Part Three,SUMNER ST,42.36967378,-71.04155054,"(42.36967378, -71.04155054)",2019-06-25,10:46:00,25,46,2019-06-25 10:46,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192006874,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A7,26,,2019-01-26 18:42,2019,1,Saturday,18,Part Two,MAVERICK ST,42.37146769,-71.04195159,"(42.37146769, -71.04195159)",2019-01-26,18:42:00,26,42,2019-01-26 18:42,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192024057,3114,Investigate Property,INVESTIGATE PROPERTY,A7,26,,2019-04-01 19:04,2019,4,Monday,19,Part Three,LIVERPOOL ST,42.37151469,-71.04146203,"(42.37151469, -71.04146203)",2019-04-01,19:04:00,1,4,2019-04-01 19:04,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192034410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,2019-05-09 13:30,2019,5,Thursday,13,Part Three,LIVERPOOL ST,42.37221505,-71.04091397,"(42.37221505, -71.04091397)",2019-05-09,13:30:00,9,30,2019-05-09 13:30,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192023886,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,2019-04-01 9:30,2019,4,Monday,9,Part Three,BORDER ST,42.37250518,-71.04157889,"(42.37250518, -71.04157889)",2019-04-01,9:30:00,1,30,2019-04-01 9:30,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192026525,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,26,,2019-04-10 9:30,2019,4,Wednesday,9,Part One,DECATUR ST,42.37271565,-71.04050708,"(42.37271565, -71.04050708)",2019-04-10,9:30:00,10,30,2019-04-10 9:30,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
192102582,3114,,INVESTIGATE PROPERTY,A7,28,0,2019-12-21 11:15,2019,12,Saturday,11,,CENTRAL SQ,42.37421,-71.039184,"(42.37421000, -71.03918400)",2019-12-21,11:15:00,21,15,2019-12-21 11:15,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
192079682,423,,ASSAULT - AGGRAVATED,A7,28,0,2019-10-02 13:56,2019,10,Wednesday,13,,CENTRAL SQ,42.37421,-71.039184,"(42.37421000, -71.03918400)",2019-10-02,13:56:00,2,56,2019-10-02 13:56,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192076190,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-09-21 18:52,2019,9,Saturday,18,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-09-21,18:52:00,21,52,2019-09-21 18:52,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192074606,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,,2019-09-16 23:05,2019,9,Monday,23,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-09-16,23:05:00,16,5,2019-09-16 23:05,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192071318,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,A7,28,,2019-09-06 11:42,2019,9,Friday,11,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-09-06,11:42:00,6,42,2019-09-06 11:42,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192068224,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,28,,2019-08-28 8:55,2019,8,Wednesday,8,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-08-28,8:55:00,28,55,2019-08-28 8:55,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192048325,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7,28,,2019-06-25 17:20,2019,6,Tuesday,17,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-06-25,17:20:00,25,20,2019-06-25 17:20,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192040004,3207,Property Found,PROPERTY - FOUND,A7,28,,2019-05-28 15:17,2019,5,Tuesday,15,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-05-28,15:17:00,28,17,2019-05-28 15:17,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192038359,311,Robbery,ROBBERY - COMMERCIAL,A7,28,,2019-05-22 22:26,2019,5,Wednesday,22,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-05-22,22:26:00,22,26,2019-05-22 22:26,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192038359,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,28,,2019-05-22 22:26,2019,5,Wednesday,22,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-05-22,22:26:00,22,26,2019-05-22 22:26,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192035602,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-05-13 18:26,2019,5,Monday,18,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-05-13,18:26:00,13,26,2019-05-13 18:26,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192030772,2610,Other,TRESPASSING,A7,28,,2019-04-26 16:31,2019,4,Friday,16,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-04-26,16:31:00,26,31,2019-04-26 16:31,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192030772,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-04-26 16:31,2019,4,Friday,16,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-04-26,16:31:00,26,31,2019-04-26 16:31,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192030772,3125,Warrant Arrests,WARRANT ARREST,A7,28,,2019-04-26 16:31,2019,4,Friday,16,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-04-26,16:31:00,26,31,2019-04-26 16:31,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192029917,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,28,,2019-04-23 16:00,2019,4,Tuesday,16,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-04-23,16:00:00,23,0,2019-04-23 16:00,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192019034,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,28,,2019-03-14 18:25,2019,3,Thursday,18,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-03-14,18:25:00,14,25,2019-03-14 18:25,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192013887,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,28,,2019-02-22 21:34,2019,2,Friday,21,Part Three,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-02-22,21:34:00,22,34,2019-02-22 21:34,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192013882,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-02-22 20:58,2019,2,Friday,20,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-02-22,20:58:00,22,58,2019-02-22 20:58,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192011806,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-02-14 14:15,2019,2,Thursday,14,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-02-14,14:15:00,14,15,2019-02-14 14:15,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192004671,2403,Disorderly Conduct,DISTURBING THE PEACE,A7,28,,2019-01-17 23:46,2019,1,Thursday,23,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-01-17,23:46:00,17,46,2019-01-17 23:46,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192004671,2610,Other,TRESPASSING,A7,28,,2019-01-17 23:46,2019,1,Thursday,23,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-01-17,23:46:00,17,46,2019-01-17 23:46,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
I192004671,613,Larceny,LARCENY SHOPLIFTING,A7,28,,2019-01-17 23:46,2019,1,Thursday,23,Part One,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)",2019-01-17,23:46:00,17,46,2019-01-17 23:46,TRUE,142,142,25,25,50300,25025050300,503,Census Tract 503,G5020,S,355328,364097,42.3722392,-71.0434118,7743347.422,13380.83724,1318951.121,5526.86023
192080144,2632,,EVADING FARE,A7, ,0,2019-10-04 2:32,2019,10,Friday,2,,,42.374258,-71.039301,"(42.37425800, -71.03930100)",2019-10-04,2:32:00,4,32,2019-10-04 2:32,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
192102337,801,,ASSAULT - SIMPLE,A7,26,0,2019-12-20 14:41,2019,12,Friday,14,,CENTRAL SQ,42.374324,-71.039411,"(42.37432400, -71.03941100)",2019-12-20,14:41:00,20,41,2019-12-20 14:41,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192051717,3301,Verbal Disputes,VERBAL DISPUTE,A7,26,,2019-07-06 14:04,2019,7,Saturday,14,Part Three,CENTRAL SQ,42.3743247,-71.03941188,"(42.37432470, -71.03941188)",2019-07-06,14:04:00,6,4,2019-07-06 14:04,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192047886,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,2019-06-24 8:29,2019,6,Monday,8,Part Three,CENTRAL SQ,42.3743247,-71.03941188,"(42.37432470, -71.03941188)",2019-06-24,8:29:00,24,29,2019-06-24 8:29,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192052241,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,2019-07-08 13:11,2019,7,Monday,13,Part Three,BORDER ST,42.374652,-71.039866,"(42.37465200, -71.03986600)",2019-07-08,13:11:00,8,11,2019-07-08 13:11,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
192091565,3111,,LICENSE PREMISE VIOLATION,A7,23,0,2019-11-11 22:04,2019,11,Monday,22,,WILLIAM C KELLY SQ,42.374892,-71.039456,"(42.37489200, -71.03945600)",2019-11-11,22:04:00,11,4,2019-11-11 22:04,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192064291,3301,Verbal Disputes,VERBAL DISPUTE,A7,26,,2019-08-16 9:30,2019,8,Friday,9,Part Three,WILLIAM C KELLY SQ,42.37489215,-71.03945622,"(42.37489215, -71.03945622)",2019-08-16,9:30:00,16,30,2019-08-16 9:30,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192053844,423,Aggravated Assault,ASSAULT - AGGRAVATED,A7,26,,2019-07-13 11:54,2019,7,Saturday,11,Part One,WILLIAM C KELLY SQ,42.37489215,-71.03945622,"(42.37489215, -71.03945622)",2019-07-13,11:54:00,13,54,2019-07-13 11:54,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192025313,801,Simple Assault,ASSAULT - SIMPLE,A7,26,,2019-04-06 11:05,2019,4,Saturday,11,Part Two,WILLIAM C KELLY SQ,42.37489215,-71.03945622,"(42.37489215, -71.03945622)",2019-04-06,11:05:00,6,5,2019-04-06 11:05,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192022090,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,26,,2019-03-26 9:45,2019,3,Tuesday,9,Part Three,WILLIAM C KELLY SQ,42.37489215,-71.03945622,"(42.37489215, -71.03945622)",2019-03-26,9:45:00,26,45,2019-03-26 9:45,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192014665,3111,License Violation,LICENSE PREMISE VIOLATION,A7,26,,2019-02-25 22:03,2019,2,Monday,22,Part Three,WILLIAM C KELLY SQ,42.37489215,-71.03945622,"(42.37489215, -71.03945622)",2019-02-25,22:03:00,25,3,2019-02-25 22:03,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
192091958,613,,LARCENY SHOPLIFTING,A7,26,0,2019-11-13 12:26,2019,11,Wednesday,12,,BORDER ST,42.374993,-71.039826,"(42.37499300, -71.03982600)",2019-11-13,12:26:00,13,26,2019-11-13 12:26,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192075117,3410,Towed,TOWED MOTOR VEHICLE,A7,26,,2019-09-18 13:52,2019,9,Wednesday,13,Part Three,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-09-18,13:52:00,18,52,2019-09-18 13:52,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192072573,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,2019-09-10 13:01,2019,9,Tuesday,13,Part Three,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-09-10,13:01:00,10,1,2019-09-10 13:01,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192062898,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-08-11 18:05,2019,8,Sunday,18,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-08-11,18:05:00,11,5,2019-08-11 18:05,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192058070,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-07-27 10:00,2019,7,Saturday,10,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-07-27,10:00:00,27,0,2019-07-27 10:00,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192057786,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,26,,2019-07-26 12:13,2019,7,Friday,12,Part Three,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-07-26,12:13:00,26,13,2019-07-26 12:13,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192053365,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,,2019-07-11 20:35,2019,7,Thursday,20,Part Three,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-07-11,20:35:00,11,35,2019-07-11 20:35,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192048735,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-06-26 20:52,2019,6,Wednesday,20,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-06-26,20:52:00,26,52,2019-06-26 20:52,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192048592,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-06-26 13:20,2019,6,Wednesday,13,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-06-26,13:20:00,26,20,2019-06-26 13:20,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192032671,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-05-03 14:13,2019,5,Friday,14,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-05-03,14:13:00,3,13,2019-05-03 14:13,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192032672,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-05-03 13:00,2019,5,Friday,13,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-05-03,13:00:00,3,0,2019-05-03 13:00,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192019274,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2019-03-15 14:50,2019,3,Friday,14,Part One,BORDER ST,42.37499333,-71.03982596,"(42.37499333, -71.03982596)",2019-03-15,14:50:00,15,50,2019-03-15 14:50,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192076550,1402,Vandalism,VANDALISM,A7,23,,2019-09-23 1:34,2019,9,Monday,1,Part Two,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)",2019-09-23,1:34:00,23,34,2019-09-23 1:34,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192070515,3114,Investigate Property,INVESTIGATE PROPERTY,A7,23,,2019-09-04 2:01,2019,9,Wednesday,2,Part Three,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)",2019-09-04,2:01:00,4,1,2019-09-04 2:01,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192040563,2647,Other,THREATS TO DO BODILY HARM,A7,23,,2019-05-30 15:00,2019,5,Thursday,15,Part Two,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)",2019-05-30,15:00:00,30,0,2019-05-30 15:00,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192040563,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,2019-05-30 15:00,2019,5,Thursday,15,Part Two,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)",2019-05-30,15:00:00,30,0,2019-05-30 15:00,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192064620,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,23,,2019-08-17 8:30,2019,8,Saturday,8,Part Two,CENTRAL SQ,42.37544753,-71.03927482,"(42.37544753, -71.03927482)",2019-08-17,8:30:00,17,30,2019-08-17 8:30,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192039822,3301,Verbal Disputes,VERBAL DISPUTE,A7,23,,2019-05-28 1:00,2019,5,Tuesday,1,Part Three,SARATOGA ST,42.37569234,-71.03880927,"(42.37569234, -71.03880927)",2019-05-28,1:00:00,28,0,2019-05-28 1:00,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
I192028239,3410,Towed,TOWED MOTOR VEHICLE,A7,23,,2019-04-17 10:31,2019,4,Wednesday,10,Part Three,SARATOGA ST,42.37569234,-71.03880927,"(42.37569234, -71.03880927)",2019-04-17,10:31:00,17,31,2019-04-17 10:31,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
192090016,3115,,INVESTIGATE PERSON,A7,23,0,2019-11-06 13:44,2019,11,Wednesday,13,,MERIDIAN ST,42.375944,-71.039117,"(42.37594400, -71.03911700)",2019-11-06,13:44:00,6,44,2019-11-06 13:44,TRUE,143,143,25,25,50200,25025050200,502,Census Tract 502,G5020,S,243272,0,42.3775778,-71.0357577,2618361.161,9682.551535,446068.3164,3996.271456
