Customer_No,Customer_Name,Street,Start_date
86399,Holland Construction,CHESTNUT ST,2019-05-02
381,Lee Kennedy Co,OCONNELL WY,2019-05-02
381,Lee Kennedy Co,LUCY ST,2019-05-02
388,TURNER CONSTRUCTION CO,NORTHERN AV,2019-05-02
98850,RILEY BROTHERS INC,DORCHESTER AV,2019-05-02
97297,EVERSOURCE ELECTRIC,DEVONSHIRE ST,2019-05-02
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-05-02
6040,Feeney Bros Excavation,REVERE ST,2019-05-02
6783,PERFORMANCE BLDG CO,CHELSEA ST,2019-05-02
30288,Cranshaw Construction,S HUNTINGTON AV,2019-05-02
49476,NATIONAL WATER MAIN CLEANING CO,CHESTERFIELD ST,2019-05-02
97297,EVERSOURCE ELECTRIC,BOYLSTON ST,2019-05-02
6040,Feeney Bros Excavation,CENTRE ST,2019-05-02
6040,Feeney Bros Excavation,HEWLETT ST,2019-05-02
98835,FED CORP,ARBORFIELD RD,2019-05-02
6040,Feeney Bros Excavation,SPRING ST,2019-05-02
6040,Feeney Bros Excavation,CUMMINS HY,2019-05-02
416,VERIZON,HARVARD AV,2019-05-02
416,VERIZON,PILGRIM RD,2019-05-02
396,National Grid,WOODHAVEN ST,2019-05-02
88683,FRESH START CONTRACTING,ROBINWOOD AV,2019-05-02
30288,Cranshaw Construction,COMMONWEALTH AV,2019-05-02
6040,Feeney Bros Excavation,FOREST ST,2019-05-02
99180,SHEERIN CONSTRUCTION,W 4TH ST,2019-05-02
21133,D'Allessandro Corp,MASSACHUSETTS AV,2019-05-02
384,SHAWMUT DESIGN & CONSTRUCTION,KNEELAND ST,2019-05-02
45167,"SPS New England, Inc",E 1ST ST,2019-05-02
46823,G & P BOSTON PROPERTIES,BARDWELL ST,2019-05-02
98993,LV MAWN,HIGHLAND AV,2019-05-02
107888,LEMANSKI CONSTRUCTION CO,COMMONWEALTH AV,2019-05-02
16377,GILBANE BUILDING CO,STATE ST,2019-05-02
6982,SHERMAN CRANE SERVICE INC,NEWBURY ST,2019-05-02
49476,NATIONAL WATER MAIN CLEANING CO,RAMBLER RD,2019-05-02
381,Lee Kennedy Co,TREMONT ST,2019-05-02
99180,SHEERIN CONSTRUCTION,DEVONSHIRE ST,2019-05-02
49476,NATIONAL WATER MAIN CLEANING CO,E 7TH ST,2019-05-02
6040,Feeney Bros Excavation,WALNUT PK,2019-05-02
7389,MIRRA COMPANY INCORPORATED,PURCHASE ST,2019-05-02
8641,EVERSOURCE GAS,LORING PL,2019-05-02
8641,EVERSOURCE GAS,METROPOLITAN AV,2019-05-02
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-05-02
30996,"ROYER TREE SERVICE, INC",CARROLL ST,2019-05-02
396,National Grid,BOYLSTON ST,2019-05-02
8641,EVERSOURCE GAS,DANA AV,2019-05-02
21133,D'Allessandro Corp,CENTRE ST,2019-05-02
99262,DALFIOR RENOVATIONS INC.,MARMION ST,2019-05-02
98849,RAPID FLOW INCORPORATED,HARRISON AV,2019-05-02
381,Lee Kennedy Co,STANIFORD ST,2019-05-02
55,Boston Water & Sewer Commission,TREMONT ST,2019-05-02
21133,D'Allessandro Corp,HARRISON AV,2019-05-02
97297,EVERSOURCE ELECTRIC,RIVER ST,2019-05-02
2966,MIDDLESEX CORPORATION,GOODENOUGH ST,2019-05-02
381,Lee Kennedy Co,STUART ST,2019-05-02
2590,SUFFOLK CONSTRUCTION,BLACKFAN CR,2019-05-02
92098,ROBERT N. KARPP CO,COMMONWEALTH AV,2019-05-02
6040,Feeney Bros Excavation,MT PLEASANT ST,2019-05-02
41853,"Phoenix Communications, Inc.",CONGRESS ST,2019-05-02
103650,ROCHESTER BITUMINOUS PRODUCTS,HARVARD ST,2019-05-02
396,National Grid,WATER ST,2019-05-02
98835,FED CORP,HYDE PARK AV,2019-05-02
19245,Maverick Construction,CHELSEA ST,2019-05-02
2687,LENDLEASE,CLIPPER SHIP LA,2019-05-02
8641,EVERSOURCE GAS,NORTON ST,2019-05-03
416,VERIZON,RILEY RD,2019-05-03
95497,RJV CONSTRUCTION CORP.,COREY ST,2019-05-03
396,National Grid,HYDE PARK AV,2019-05-03
97297,EVERSOURCE ELECTRIC,BOYLSTON ST,2019-05-03
97297,EVERSOURCE ELECTRIC,DANA AV,2019-05-03
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-05-03
2696,CAVALIERI CONSTRUCTION,WHITCOMB AV,2019-05-03
97297,EVERSOURCE ELECTRIC,RIVER ST,2019-05-03
6040,Feeney Bros Excavation,VERMONT ST,2019-05-03
416,VERIZON,WASHINGTON ST,2019-05-03
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-05-03
55,Boston Water & Sewer Commission,LOUDERS LA,2019-05-03
8641,EVERSOURCE GAS,FAIRMOUNT AV,2019-05-03
98993,LV MAWN,HIGHLAND AV,2019-05-03
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-05-03
41853,"Phoenix Communications, Inc.",MASSACHUSETTS AV,2019-05-03
21133,D'Allessandro Corp,CENTRE ST,2019-05-03
7371,Lorusso Corporation,RIVER ST,2019-05-03
13165,"SUSI ,MARIO & SON",MAPLE ST,2019-05-03
53136,"NEI - NORTHEAST INTERIORS, INC",CABOT ST,2019-05-03
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-05-03
99180,SHEERIN CONSTRUCTION,TREMONT ST,2019-05-03
19245,Maverick Construction,MASSACHUSETTS AV,2019-05-03
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-05-03
16377,GILBANE BUILDING CO,BOYLSTON ST,2019-05-03
14165,UMBRO & SONS CONSTRUCTION,MT VERNON ST,2019-05-03
8641,EVERSOURCE GAS,DANA AV,2019-05-03
6040,Feeney Bros Excavation,DUDLEY ST,2019-05-03
416,VERIZON,BENNINGTON ST,2019-05-03
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-05-03
7315,Camdele Construction Co Inc,HORACE ST,2019-05-03
416,VERIZON,MOORE ST,2019-05-03
102987,ATLANTIC COAST UTILITIES,CHELSEA ST,2019-05-03
98613,"Albanese D & S, Inc",MERIDIAN ST,2019-05-03
6040,Feeney Bros Excavation,SARATOGA ST,2019-05-03
104322,TOCCI BUILDING CO,BORDER ST,2019-05-03
98613,"Albanese D & S, Inc",WHITE ST,2019-05-03
98849,RAPID FLOW INCORPORATED,BENNINGTON ST,2019-05-03
416,VERIZON,PORTER ST,2019-05-03
2687,LENDLEASE,LEWIS ST,2019-05-03
97297,EVERSOURCE ELECTRIC,D ST,2019-05-03
103650,ROCHESTER BITUMINOUS PRODUCTS,VASSAR ST,2019-05-03
97297,EVERSOURCE ELECTRIC,OLDFIELDS RD,2019-05-03
97297,EVERSOURCE ELECTRIC,COLUMBUS AV,2019-05-03
6040,Feeney Bros Excavation,HUNTINGTON AV,2019-05-03
100008,MIDWAY UTILITY CONTRACTORS LLC,SHAWMUT AV,2019-05-03
53136,"NEI - NORTHEAST INTERIORS, INC",SEAVER ST,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-05-03
102259,RELATED BEAL,HARRISON AV,2019-05-03
6040,Feeney Bros Excavation,HAVILAND ST,2019-05-03
396,National Grid,W SPRINGFIELD ST,2019-05-03
416,VERIZON,HUNTINGTON AV,2019-05-03
396,National Grid,ALBANY ST,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",GUEST ST,2019-05-03
416,VERIZON,BOYLSTON ST,2019-05-03
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",WASHINGTON ST,2019-05-03
396,National Grid,UNION PARK ST,2019-05-03
6040,Feeney Bros Excavation,UNION PARK ST,2019-05-03
97297,EVERSOURCE ELECTRIC,COMMONWEALTH AV,2019-05-03
5741,Chute Hall Constr Co,ST STEPHEN ST,2019-05-03
30288,Cranshaw Construction,WAVERLY ST,2019-05-03
6040,Feeney Bros Excavation,DICKINSON RD,2019-05-03
97297,EVERSOURCE ELECTRIC,W BROOKLINE ST,2019-05-03
416,VERIZON,HARRISON AV,2019-05-03
97297,EVERSOURCE ELECTRIC,TREMONT ST,2019-05-03
416,VERIZON,ST ALPHONSUS ST,2019-05-03
98849,RAPID FLOW INCORPORATED,COLUMBIA RD,2019-05-03
99180,SHEERIN CONSTRUCTION,W 4TH ST,2019-05-03
396,National Grid,COLUMBIA RD,2019-05-03
6040,Feeney Bros Excavation,CUMMINS HY,2019-05-03
6040,Feeney Bros Excavation,NORFOLK ST,2019-05-03
6040,Feeney Bros Excavation,PARKER ST,2019-05-03
89325,BRENCO CONSTRUCTION CO,H ST,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-05-03
46080,KEASH EXCAVATING INC,GRIMES ST,2019-05-03
55,Boston Water & Sewer Commission,FAN PIER BLVD,2019-05-03
6040,Feeney Bros Excavation,E 8TH ST,2019-05-03
6316,K & K Excavation Co,VALLEY RD,2019-05-03
98849,RAPID FLOW INCORPORATED,GOLD ST,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-05-03
396,National Grid,W BROADWAY,2019-05-03
7389,MIRRA COMPANY INCORPORATED,MITCHELL ST,2019-05-03
388,TURNER CONSTRUCTION CO,AUTUMN ST,2019-05-03
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-05-03
95347,VEOLIA ENERGY,SUMMER ST,2019-05-03
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-05-03
7325,Consigli Construction Co Inc,TEMPLE ST,2019-05-03
97297,EVERSOURCE ELECTRIC,CHARLES ST,2019-05-03
416,VERIZON,CHAUNCY ST,2019-05-03
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-05-03
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-05-03
396,National Grid,CAMBRIDGE ST,2019-05-03
8641,EVERSOURCE GAS,RUSKINDALE RD,2019-05-03
99180,SHEERIN CONSTRUCTION,SOUTH ST,2019-05-03
6040,Feeney Bros Excavation,MARLBOROUGH ST,2019-05-03
7371,Lorusso Corporation,HARVARD AV,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",NEW CHARDON ST,2019-05-03
97681,Mass DOT,PURCHASE ST,2019-05-03
103943,NEW BOSTON BUILDERS,MARKET ST,2019-05-03
7371,Lorusso Corporation,HARVARD ST,2019-05-03
40878,COMMODORE BUILDERS,AMORY ST,2019-05-03
45146,FRED DEROMA & SONS,DANA AV,2019-05-03
49476,NATIONAL WATER MAIN CLEANING CO,BUCKINGHAM ST,2019-05-03
98840,GREEN INTERNATIONAL AFFILIATES INC,COURT ST,2019-05-03
6040,Feeney Bros Excavation,CLARENDON ST,2019-05-03
19245,Maverick Construction,LIVERPOOL ST,2019-05-03
97881,"DW White Construction, Inc.",SULLIVAN SQ,2019-05-03
97297,EVERSOURCE ELECTRIC,BELL CT,2019-05-03
6040,Feeney Bros Excavation,A ST,2019-05-03
6040,Feeney Bros Excavation,REVERE ST,2019-05-03
55,Boston Water & Sewer Commission,ROLAND ST,2019-05-03
416,VERIZON,JEFFRIES ST,2019-05-03
9099,WL FRENCH EXCAVATING CORP,SUMNER ST,2019-05-03
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-05-03
6040,Feeney Bros Excavation,SOUTH ST,2019-05-03
98835,FED CORP,ARBORFIELD RD,2019-05-03
30288,Cranshaw Construction,S HUNTINGTON AV,2019-05-03
381,Lee Kennedy Co,LUCY ST,2019-05-03
98850,RILEY BROTHERS INC,DORCHESTER AV,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",LOMASNEY WY,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-05-03
99180,SHEERIN CONSTRUCTION,W 1ST ST,2019-05-03
98850,RILEY BROTHERS INC,COLUMBIA RD,2019-05-03
6040,Feeney Bros Excavation,SPRING ST,2019-05-03
6040,Feeney Bros Excavation,CENTRE ST,2019-05-03
7325,Consigli Construction Co Inc,W BROADWAY,2019-05-03
388,TURNER CONSTRUCTION CO,FAN PIER BLVD,2019-05-03
97297,EVERSOURCE ELECTRIC,E 6TH ST,2019-05-03
6040,Feeney Bros Excavation,DIGHTON ST,2019-05-03
6040,Feeney Bros Excavation,DUNREATH ST,2019-05-03
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-05-03
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-05-03
396,National Grid,WARREN ST,2019-05-03
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-05-03
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-05-03
71704,NORTHERN TREE SERVICE,MARLBOROUGH ST,2019-05-03
97297,EVERSOURCE ELECTRIC,KILMARNOCK ST,2019-05-03
6040,Feeney Bros Excavation,HARRISON AV,2019-05-03
49475,M O'CONNOR CONTRACTING INC,NEW ENGLAND AV,2019-05-03
6040,Feeney Bros Excavation,CALLENDER ST,2019-05-03
14165,UMBRO & SONS CONSTRUCTION,HOMESTEAD ST,2019-05-03
6562,METRO EQUIPMENT CORP,BALL ST,2019-05-03
384,SHAWMUT DESIGN & CONSTRUCTION,AMORY ST,2019-05-03
49476,NATIONAL WATER MAIN CLEANING CO,READVILLE ST,2019-05-03
62054,CABLE DATA VOICE,COMMONWEALTH AV,2019-05-03
5743,Cicconi & Sons,BIGELOW ST,2019-05-03
95347,VEOLIA ENERGY,DEVONSHIRE ST,2019-05-03
6040,Feeney Bros Excavation,MCBRIDE ST,2019-05-03
13165,"SUSI ,MARIO & SON",BRUCE ST,2019-05-03
97681,Mass DOT,HAVRE ST,2019-05-03
384,SHAWMUT DESIGN & CONSTRUCTION,KNEELAND ST,2019-05-03
396,National Grid,NEWBURY ST,2019-05-03
6040,Feeney Bros Excavation,SOJOURNER TRUTH CT,2019-05-03
6040,Feeney Bros Excavation,PARTRIDGE ST,2019-05-03
90851,SUN PROPERTY GROUP,OLD COLONY AV,2019-05-03
381,Lee Kennedy Co,STANIFORD ST,2019-05-03
6040,Feeney Bros Excavation,MORELAND ST,2019-05-03
98907,PV BARONE CONSTRUCTION,ALPINE ST,2019-05-03
7371,Lorusso Corporation,W 3RD ST,2019-05-03
6040,Feeney Bros Excavation,WARREN ST,2019-05-03
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,NORTON ST,2019-05-03
98613,"Albanese D & S, Inc",MARION ST,2019-05-03
106804,815 E 5TH LLC,E 6TH ST,2019-05-03
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-05-03
45146,FRED DEROMA & SONS,GENEVA AV,2019-05-03
104322,TOCCI BUILDING CO,WAREHAM ST,2019-05-03
8641,EVERSOURCE GAS,HIGHLAND ST,2019-05-03
98850,RILEY BROTHERS INC,NEWBURY ST,2019-05-03
98835,FED CORP,HYDE PARK AV,2019-05-03
8641,EVERSOURCE GAS,LORING PL,2019-05-03
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-05-03
98907,PV BARONE CONSTRUCTION,LENOX ST,2019-05-03
396,National Grid,BOYLSTON ST,2019-05-03
6040,Feeney Bros Excavation,MASSACHUSETTS AV,2019-05-03
396,National Grid,POPLAR ST,2019-05-03
30288,Cranshaw Construction,COMMONWEALTH AV,2019-05-03
5544,BILT RITE CONSTRUCTION,OCONNOR WY,2019-05-03
6040,Feeney Bros Excavation,WALNUT PK,2019-05-03
102787,MCGUE EXCAVATING,QUINT AV,2019-05-03
43814,Barletta Engineering Corp,ARBORWAY,2019-05-03
8641,EVERSOURCE GAS,METROPOLITAN AV,2019-05-03
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-05-03
416,VERIZON,FRANKLIN ST,2019-05-03
6040,Feeney Bros Excavation,FOREST ST,2019-05-03
7389,MIRRA COMPANY INCORPORATED,L ST,2019-05-03
6040,Feeney Bros Excavation,KNEELAND ST,2019-05-03
13165,"SUSI ,MARIO & SON",FOREST HILLS ST,2019-05-03
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-05-03
6040,Feeney Bros Excavation,NORFOLK AV,2019-05-03
6040,Feeney Bros Excavation,HEWLETT ST,2019-05-03
98835,FED CORP,WASHINGTON ST,2019-05-03
6040,Feeney Bros Excavation,CAMBRIDGE ST,2019-05-03
381,Lee Kennedy Co,TREMONT ST,2019-05-03
2590,SUFFOLK CONSTRUCTION,SHAWMUT AV,2019-05-03
55,Boston Water & Sewer Commission,SUMMER ST,2019-05-03
21133,D'Allessandro Corp,HARRISON AV,2019-05-03
13165,"SUSI ,MARIO & SON",FOREST HILLS AV,2019-05-03
6040,Feeney Bros Excavation,LINDEN ST,2019-05-03
6040,Feeney Bros Excavation,HEMENWAY ST,2019-05-03
381,Lee Kennedy Co,STUART ST,2019-05-03
6798,Pick Crane Serv,BEACON ST,2019-05-03
100386,KAPLAN CONSTRUCTION,BEACON ST,2019-05-03
22789,DAGLE ELECTRICAL CONSTRUCTION CORP,WELLINGTON ST,2019-05-03
45146,FRED DEROMA & SONS,SUMMER ST,2019-05-03
97297,EVERSOURCE ELECTRIC,HAYNES ST,2019-05-03
2687,LENDLEASE,CLIPPER SHIP LA,2019-05-03
6040,Feeney Bros Excavation,DAY ST,2019-05-04
60321,"AQUALINE UTILITY, INC.",TARLETON RD,2019-05-04
46080,KEASH EXCAVATING INC,DANVILLE ST,2019-05-04
396,National Grid,HYDE PARK AV,2019-05-04
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-05-04
98850,RILEY BROTHERS INC,TREMONT ST,2019-05-04
416,VERIZON,SARATOGA ST,2019-05-04
22789,DAGLE ELECTRICAL CONSTRUCTION CORP,HARRISON AV,2019-05-04
19245,Maverick Construction,DEVONSHIRE ST,2019-05-04
24879,MARR CRANE & RIGGING CO,MILK ST,2019-05-04
95347,VEOLIA ENERGY,SUMMER ST,2019-05-04
416,VERIZON,MERIDIAN ST,2019-05-04
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-05-04
97297,EVERSOURCE ELECTRIC,SHAWMUT AV,2019-05-04
100841,CJ SHAUGHNESSY,COMMONWEALTH AV,2019-05-04
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-05-04
6040,Feeney Bros Excavation,DORCHESTER AV,2019-05-04
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-05-04
6562,METRO EQUIPMENT CORP,WASHINGTON ST,2019-05-04
97297,EVERSOURCE ELECTRIC,SUNNYSIDE ST,2019-05-04
101061,SCOTIA CRANES SERVICE,E NEWTON ST,2019-05-04
95347,VEOLIA ENERGY,ATLANTIC AV,2019-05-04
98907,PV BARONE CONSTRUCTION,N WASHINGTON ST,2019-05-04
396,National Grid,JERSEY ST,2019-05-04
381,Lee Kennedy Co,STUART ST,2019-05-04
381,Lee Kennedy Co,TREMONT ST,2019-05-04
24879,MARR CRANE & RIGGING CO,EAST ST,2019-05-04
396,National Grid,CUSTOM HOUSE ST,2019-05-04
7389,MIRRA COMPANY INCORPORATED,BOSTON WHARF RD,2019-05-04
2838,"MORIARTY, JOHN & ASSOC",SUMMER ST,2019-05-04
60321,"AQUALINE UTILITY, INC.",BUTLER ST,2019-05-04
396,National Grid,BOSTON ST,2019-05-04
396,National Grid,BROOKLINE AV,2019-05-04
102259,RELATED BEAL,HARRISON AV,2019-05-04
416,VERIZON,GAINSBOROUGH ST,2019-05-04
13165,"SUSI ,MARIO & SON",HUNTINGTON AV,2019-05-04
396,National Grid,WARREN ST,2019-05-04
21133,D'Allessandro Corp,GARFIELD AV,2019-05-04
103799,ROSCITI CONSTRUCTION,DEERFIELD ST,2019-05-04
103799,ROSCITI CONSTRUCTION,ST JAMES AV,2019-05-04
19245,Maverick Construction,CROSS ST,2019-05-04
6798,Pick Crane Serv,BATTERYMARCH ST,2019-05-04
5350,Abbott Building & Restoration,CONGRESS ST,2019-05-04
74391,MARJAM SUPPLY CO.,FEDERAL ST,2019-05-04
24888,Bosco Crane Company,ASH ST,2019-05-04
45167,"SPS New England, Inc",DEXTER ST,2019-05-04
7389,MIRRA COMPANY INCORPORATED,TREMONT ST,2019-05-04
6040,Feeney Bros Excavation,BELVIDERE ST,2019-05-04
16377,GILBANE BUILDING CO,BOYLSTON ST,2019-05-04
96982,New England Electrical Contracting Corp,BROOKLINE AV,2019-05-04
95235,"WAVEGUIDE, INC",ARLINGTON ST,2019-05-04
13165,"SUSI ,MARIO & SON",HARRISON AV,2019-05-04
6070,"Flett,James W Co",DEVONSHIRE ST,2019-05-04
7389,MIRRA COMPANY INCORPORATED,HIGH ST,2019-05-04
49476,NATIONAL WATER MAIN CLEANING CO,SHAWMUT AV,2019-05-04
6040,Feeney Bros Excavation,BOWDOIN ST,2019-05-04
7389,MIRRA COMPANY INCORPORATED,DALTON ST,2019-05-04
2882,SHAUGHNESSY & AHERN CO,LIFE ST,2019-05-04
6562,METRO EQUIPMENT CORP,CLIFTON ST,2019-05-04
5350,Abbott Building & Restoration,WASHINGTON ST,2019-05-04
48352,"E B  ROTONDI & SONS, INC.",BRIGHTON AV,2019-05-04
107885,COMMONWEALTH CONST & CONSULTING,BROOKLINE AV,2019-05-04
6040,Feeney Bros Excavation,HUNTINGTON AV,2019-05-04
416,VERIZON,MAIN ST,2019-05-04
6040,Feeney Bros Excavation,DAY ST,2019-05-05
6040,Feeney Bros Excavation,HUNTINGTON AV,2019-05-05
97297,EVERSOURCE ELECTRIC,SHAWMUT AV,2019-05-05
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-05-05
95347,VEOLIA ENERGY,ATLANTIC AV,2019-05-05
6070,"Flett,James W Co",DEVONSHIRE ST,2019-05-05
68198,AFFINITY REALTY & PROPERTY MNGT LLC,HANOVER ST,2019-05-05
19245,Maverick Construction,DEVONSHIRE ST,2019-05-05
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-05-05
97297,EVERSOURCE ELECTRIC,MASSACHUSETTS AV,2019-05-05
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-05-05
98907,PV BARONE CONSTRUCTION,BLUE HILL AV,2019-05-05
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-05-05
416,VERIZON,WASHINGTON ST,2019-05-05
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-05-05
21133,D'Allessandro Corp,HARRISON AV,2019-05-05
6040,Feeney Bros Excavation,BELVIDERE ST,2019-05-05
98850,RILEY BROTHERS INC,TREMONT ST,2019-05-05
97881,"DW White Construction, Inc.",SULLIVAN SQ,2019-05-05
97297,EVERSOURCE ELECTRIC,MELNEA CASS BL,2019-05-05
416,VERIZON,HUNTINGTON AV,2019-05-05
396,National Grid,JERSEY ST,2019-05-05
101061,SCOTIA CRANES SERVICE,E BROOKLINE ST,2019-05-05
97297,EVERSOURCE ELECTRIC,OLIVER ST,2019-05-05
98850,RILEY BROTHERS INC,STUART ST,2019-05-05
19245,Maverick Construction,HARRISON AV,2019-05-05
416,VERIZON,MASSACHUSETTS AV,2019-05-05
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-05-06
45146,FRED DEROMA & SONS,RIVER ST,2019-05-06
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-05-06
7325,Consigli Construction Co Inc,TEMPLE ST,2019-05-06
7389,MIRRA COMPANY INCORPORATED,PARKER ST,2019-05-06
97297,EVERSOURCE ELECTRIC,MASSACHUSETTS AV,2019-05-06
95347,VEOLIA ENERGY,ATLANTIC AV,2019-05-06
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-05-06
104322,TOCCI BUILDING CO,BORDER ST,2019-05-06
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-05-06
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-05-06
97297,EVERSOURCE ELECTRIC,HYDE PARK AV,2019-05-06
97297,EVERSOURCE ELECTRIC,COMMERCIAL ST,2019-05-06
95497,RJV CONSTRUCTION CORP.,COREY ST,2019-05-06
6040,Feeney Bros Excavation,HARRISON AV,2019-05-06
396,National Grid,ORIOLE ST,2019-05-06
7389,MIRRA COMPANY INCORPORATED,CONGRESS ST,2019-05-06
6040,Feeney Bros Excavation,CENTRE ST,2019-05-06
97297,EVERSOURCE ELECTRIC,COREY ST,2019-05-06
103689,HENNELLY & SONS,M ST,2019-05-06
6316,K & K Excavation Co,VALLEY RD,2019-05-06
388,TURNER CONSTRUCTION CO,FAN PIER BLVD,2019-05-06
6040,Feeney Bros Excavation,W 3RD ST,2019-05-06
55,Boston Water & Sewer Commission,WILMOT ST,2019-05-06
6040,Feeney Bros Excavation,A ST,2019-05-06
97297,EVERSOURCE ELECTRIC,SPARHAWK ST,2019-05-06
6040,Feeney Bros Excavation,HUNTINGTON AV,2019-05-06
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-05-06
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-05-06
396,National Grid,DORCHESTER AV,2019-05-06
396,National Grid,WALLINGFORD RD,2019-05-06
6040,Feeney Bros Excavation,SYMPHONY RD,2019-05-06
2838,"MORIARTY, JOHN & ASSOC",E SERVICE RD,2019-05-06
6040,Feeney Bros Excavation,MASSACHUSETTS AV,2019-05-06
97297,EVERSOURCE ELECTRIC,FID KENNEDY AV,2019-05-06
97297,EVERSOURCE ELECTRIC,E 6TH ST,2019-05-06
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-05-06
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-05-06
7325,Consigli Construction Co Inc,W BROADWAY,2019-05-06
102259,RELATED BEAL,HARRISON AV,2019-05-06
2838,"MORIARTY, JOHN & ASSOC",COLUMBUS AV,2019-05-06
100284,BFCC,BOYLSTON ST,2019-05-06
416,VERIZON,MAIN ST,2019-05-06
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-05-06
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-05-06
14165,UMBRO & SONS CONSTRUCTION,HOMESTEAD ST,2019-05-06
6040,Feeney Bros Excavation,WARREN ST,2019-05-06
98847,PG  CONSTRUCTION INC,ESMOND ST,2019-05-06
7389,MIRRA COMPANY INCORPORATED,SUMMER ST,2019-05-06
97297,EVERSOURCE ELECTRIC,TREMONT ST,2019-05-06
416,VERIZON,HARVARD ST,2019-05-06
6040,Feeney Bros Excavation,CUMMINS HY,2019-05-06
396,National Grid,CRAWFORD ST,2019-05-06
6040,Feeney Bros Excavation,NORFOLK AV,2019-05-06
6040,Feeney Bros Excavation,PARKER ST,2019-05-06
6040,Feeney Bros Excavation,DUDLEY ST,2019-05-06
6040,Feeney Bros Excavation,HAZELTON ST,2019-05-06
416,VERIZON,RIVER ST,2019-05-06
30288,Cranshaw Construction,S HUNTINGTON AV,2019-05-06
6040,Feeney Bros Excavation,CORNELL ST,2019-05-06
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-05-06
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-05-06
107895,J DEERY EXCAVATING INC,ALBERTA ST,2019-05-06
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-05-06
55,Boston Water & Sewer Commission,ARBORFIELD RD,2019-05-06
55,Boston Water & Sewer Commission,CATHERINE ST,2019-05-06
107897,A & A BUILDING AND REMODELING,SLEEPER ST,2019-05-06
99180,SHEERIN CONSTRUCTION,E 6TH ST,2019-05-06
416,VERIZON,SOUTHERN AV,2019-05-06
416,VERIZON,EDEN ST,2019-05-06
416,VERIZON,BENNINGTON ST,2019-05-06
95347,VEOLIA ENERGY,SUMMER ST,2019-05-06
96057,"Pathfinder Tree Service, LLC",BIGELOW ST,2019-05-06
