,Fiscal Year,Fund Number,Fund Name,Cabinet/Secretariat Name,Department Code,Department Name,Appropriation/Account Number,Appropriation/Account Name,Beginning Balance/Prior Appropriation Continued (PAC),Original Enacted Budget (General Appropriation Act),Supplemental Budget Appropriations,Transfer In,Transfer Out,Authorized Retained Revenue Floor,Authorized Retained Revenue Ceiling,Retained Revenue Estimate,Retained Revenue Collected,Planned Savings (9C Spending Cut),Total Enacted Budget Appropriation,Other Statutorily Authorized Spending,Total Available for Spending,Total Expenses,Balance Forward/Prior Appropriation Continued (PAC),Unexpended/Reverted
1001,2009,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,58100.99,0,0,0,0,0,0,0,,58100.99,58100.99,0,0
1075,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,850000,850000,821788,0,0,,821788,817482.21,0,4305.79
1260,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,150000,150000,46161.35,0,0,,46161.35,45881.34,0,280.01
2070,2009,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,70020500,DIVISION OF INDUSTRIAL ACCIDENTS,0,0,0,4034.95,0,0,0,0,0,0,0,,4034.95,0,0,4034.95
2402,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,124160,2035,0,0,0,0,0,0,,122125,121696.25,0,428.75
2997,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,125664,0,0,0,0,0,0,0,,125664,125454.13,0,209.87
3004,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52481.28,0,18.72
3386,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,2100000,2100000,2100000,0,0,,2100000,2099583.71,0,416.29
3409,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100003,Mental Health Forensics Services,0,0,0,1358099,111700,0,0,0,0,22963,0,,1223436,1223433.23,0,2.77
3923,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,347200,0,0,0,0,0,0,0,,347200,347176.62,0,23.38
4768,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,1100000,1100000,918490.53,0,0,,918490.53,916522.66,0,1967.87
4824,2009,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107100,MASS SHERIFF'S ASSOCIATION Operations,0,344400,0,0,1000,0,,0,0,8610,344400,,334790,329176.54,0,5613.46
4861,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70020500,DIVISION OF INDUSTRIAL ACCIDENTS,0,0,0,15007,0,0,0,0,0,0,0,,15007,13418.77,0,1588.23
5057,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89500001,PAROLE BOARD,0,0,0,150000,0,0,0,0,0,0,0,,150000,149988.92,0,11.08
5088,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,107836.09,2154.09,0,0,0,0,0,0,,105682,104760.75,0,921.25
6693,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,150000,73973122,0,1368000,1368000,0,0,0,0,1853078,73973122,,72270044,71120023.51,0,1150020.49
8467,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70020500,DIVISION OF INDUSTRIAL ACCIDENTS,0,0,0,10296.43,0,0,0,0,0,0,0,,10296.43,7751.18,0,2545.25
8580,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,533368,25600,0,0,0,0,0,0,,507768,501403.15,0,6364.85
8700,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,56991.2,0,0,0,0,0,0,0,,56991.2,21082.18,0,35909.02
9341,2009,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023301,BUREAU OF STATE BUILDINGS OPERATIONS,0,0,0,5000,0,0,0,0,0,0,0,,5000,3969.07,0,1030.93
9598,2009,101,Highway Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,33991.2,0,0,0,0,0,0,0,,33991.2,31755.69,0,2235.51
10119,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,1080000,0,0,0,0,0,0,0,,1080000,1079999.96,0,0.04
10750,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,16259327,0,441691,441691,0,0,0,0,406483,16259327,,15852844,15788202.06,0,64641.94
11719,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101112,Hampshire Regional Lockup Retained Revenue,0,0,0,0,0,0,250000,250000,158068,0,0,,158068,158068,0,0
12037,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,9898238,0,942689.4,942689.4,0,0,0,0,247456,9898238,,9650782,9646222.57,0,4559.43
12138,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,116646.8,0,0,0,0,0,0,0,,116646.8,107869.23,0,8777.57
12582,2009,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
12827,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,640792.43,34944.43,0,0,0,0,0,0,,605848,605650.79,0,197.21
13630,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1310492.63,98181.63,0,0,0,0,0,0,,1212311,1212311,0,0
15100,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,17196.09,2949.44,0,0,0,0,0,0,,14246.65,12092.75,0,2153.9
15696,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,74820.22,30,0,0,0,0,0,0,,74790.22,74776.39,0,13.83
15867,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,88104,0,0,0,0,0,0,0,,88104,87497.8,0,606.2
16364,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,312000,632000,320000,320000,0,0,,320000,307615.49,0,12384.51
16498,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70020500,DIVISION OF INDUSTRIAL ACCIDENTS,0,0,0,14956.02,6496.5,0,0,0,0,0,0,,8459.52,8331.1,0,128.42
16555,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
16896,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,78982,0,0,0,0,0,0,0,,78982,67506.52,0,11475.48
17236,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89500001,PAROLE BOARD,0,0,0,175000,0,0,0,0,0,0,0,,175000,175000,0,0
18020,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,50380,8398,0,0,0,0,0,0,,41982,41378,0,604
18289,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,1475439.01,251838.01,0,0,0,0,7363,0,,1216238,1215628.75,0,609.25
18433,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2279067.67,261372.67,0,0,0,0,0,0,,2017695,1999507.12,0,18187.88
19620,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1397195,124854,0,0,0,0,0,0,,1272341,1193387.35,0,78953.65
20094,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,607991.59,21829.59,0,0,0,0,0,0,,586162,585733.52,0,428.48
20766,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,98576.33,0,0,0,0,0,0,0,,98576.33,98572,0,4.33
22230,2009,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,45738415,0,4055572.85,4055572.85,0,0,0,0,1143460,45738415,,44594955,44577361,0,17594
22253,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,250000,250000,238944.82,0,0,,238944.82,226866.56,0,12078.26
22544,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,167609,4500,0,0,0,0,0,0,,163109,161481.5,0,1627.5
23015,2009,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,67816384,0,4967751,4968416.02,0,0,0,0,1695410,67816384,,66120308.98,66089153.51,0,31155.47
23507,2009,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,1594460,1594460,1164738.6,0,0,,1164738.6,1164736.87,0,1.73
24335,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,61703.6,0,0,0,0,0,0,0,,61703.6,55016.2,0,6687.4
24435,2009,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,600000,2600000,2000000,1546423.04,0,0,,1546423.04,1546402.13,0,20.91
25450,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101111,HAMPSHIRE SHERIFF FEDERAL RR,0,0,0,0,0,0,,0,37224,0,0,,37224,0,0,37224
27222,2009,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,15000,0,0,0,0,0,0,0,,15000,14893.77,0,106.23
27538,2009,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,12000,12000,8631.08,0,0,,8631.08,8170.59,0,460.49
28115,2009,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,101496,0,0,0,0,0,0,0,,101496,101134.57,0,361.43
28438,2009,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,13240012,0,923530,923530,0,0,0,0,331000,13240012,,12909012,12839152.87,55000,14859.13
17,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,58100.99,0,0,0,0,0,0,0,,58100.99,58100.99,0,0
659,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,125664,0,0,0,0,0,0,0,,125664,121407.01,0,4256.99
1891,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,68251483,2900000,3755826.72,2384640.72,0,0,0,0,0,71151483,,72522669,72019179.36,150000,353489.64
2076,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
2139,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100124,Hampshire Sheriff Lease costs,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2871,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023301,BUREAU OF STATE BUILDINGS OPERATIONS,0,0,0,5000,0,0,0,0,0,0,0,,5000,3628.01,0,1371.99
3904,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,312000,632000,320000,146390.01,0,0,,146390.01,135751.09,0,10638.92
3945,2008,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89500001,PAROLE BOARD,0,0,0,175000,0,0,0,0,0,0,0,,175000,175000,0,0
5073,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101112,Hampshire Regional Lockup Retained Revenue,0,0,0,0,0,0,900000,900000,157374.66,0,0,,157374.66,157308.23,0,66.43
5212,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
5227,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,88104,0,0,0,0,0,0,0,,88104,87787.95,0,316.05
6384,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,600000,2600000,2000000,1506529.97,0,0,,1506529.97,1505953.31,0,576.66
7374,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,123425,1300,0,0,0,0,0,0,,122125,119299.55,0,2825.45
8424,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,15347658,0,1611515.48,1018656.48,0,0,0,0,0,15347658,,15940517,15931156.7,0,9360.3
8804,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52497.07,0,2.93
8806,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,3843,1909,0,0,0,0,0,0,,1934,1933.38,0,0.62
9473,2008,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2206424.54,219490.54,0,0,0,0,0,0,,1986934,1983982.65,0,2951.35
10489,2008,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,44841583,0,3724522.16,3724522.16,0,0,0,0,0,44841583,,44841583,44827606.4,0,13976.6
10511,2008,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107100,MASS SHERIFF'S ASSOCIATION Operations,0,344400,0,0,1000,0,,0,0,0,344400,,343400,306213.15,0,37186.85
10890,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,8513355,0,1277760.77,886960.77,0,0,0,0,0,8513355,,8904155,8901465.82,0,2689.18
11152,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1288476.77,53015.77,0,0,0,0,0,0,,1235461,1232449.24,0,3011.76
11881,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,30000,0,0,0,0,0,0,0,,30000,22717.78,0,7282.22
12310,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
12467,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,150000,150000,31941.85,0,0,,31941.85,29692.01,0,2249.84
12513,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,482200,0,0,0,0,0,0,0,,482200,471280.45,0,10919.55
12988,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,56991.2,0,0,0,0,0,0,0,,56991.2,56264.11,0,727.09
13805,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,49930.34,7930.34,0,0,0,0,0,0,,42000,41313.26,0,686.74
15079,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,44503974,3500000,3639611.24,2126372.24,0,0,0,0,0,48003974,,49517213,49509351.13,0,7861.87
15320,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,1583758.85,291358.85,0,0,0,0,0,0,,1292400,1198950.99,0,93449.01
15415,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,539116,11346,0,0,0,0,0,0,,527770,524347.78,0,3422.22
15830,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,250000,12361376,0,1269451,993560,0,0,0,0,0,12361376,,12887267,12693795.97,0,193471.03
16276,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,624942.53,40714.53,0,0,0,0,0,0,,584228,582596.48,0,1631.52
16627,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,200000,200000,193409.08,0,0,,193409.08,193409.08,0,0
17232,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,166646.8,0,0,0,0,0,0,0,,166646.8,128183.17,0,38463.63
17501,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,2345000,2345000,2345000,0,0,,2345000,2344966.28,0,33.72
17629,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,1900186,1900186,1900186,0,0,,1900186,1891820.84,0,8365.16
18581,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,1594460,1594460,1091484.62,0,0,,1091484.62,1090900.26,0,584.36
18850,2008,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,862,0,0,0,0,0,0,0,,862,751.85,0,110.15
18881,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,101496,0,0,0,0,0,0,0,,101496,100678.41,0,817.59
19421,2008,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2180683.97,103307.97,0,0,0,0,0,0,,2077376,2074399.71,0,2976.29
19957,2008,101,Highway Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,33991.2,0,0,0,0,0,0,0,,33991.2,31733.96,0,2257.24
20158,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,46703.6,0,0,0,0,0,0,0,,46703.6,46677.96,0,25.64
20441,2008,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,98576.33,0,0,0,0,0,0,0,,98576.33,97138.52,0,1437.81
20776,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,870000,0,0,0,0,0,0,0,,870000,870000,0,0
21111,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101111,HAMPSHIRE SHERIFF FEDERAL RR,0,0,0,0,0,150000,313000,163000,0,0,0,,0,0,0,0
21493,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,80000000,EXECUTIVE OFFICE OF PUBLIC SAFETY -,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
21766,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,1100000,1100000,891383.73,0,0,,891383.73,891371.76,0,11.97
21981,2008,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,78982,0,0,0,0,0,0,0,,78982,64676.81,0,14305.19
22911,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,120282,14600,0,0,0,0,0,0,,105682,91795.73,0,13886.27
23501,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89500001,PAROLE BOARD,0,0,0,166742.07,16742.07,0,0,0,0,0,0,,150000,147020.88,0,2979.12
24536,2008,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,778058,123411,0,0,0,0,0,0,,654647,648427.84,0,6219.16
24772,2008,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,653389.01,42397.01,0,0,0,0,0,0,,610992,610775.32,0,216.68
25006,2008,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100003,Mental Health Forensics Services,0,0,0,1300000,0,0,0,0,0,0,0,,1300000,1299859.55,0,140.45
25017,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,64445324,0,8451802.99,6423052.99,0,0,0,0,0,64445324,,66474074,66178533.26,0,295540.74
