fiscal_year,revenue_category_name,fund_category_name,fund_number,sub_fund,sub_fund_name,fund_name,revenue_class_name,cabinet_name,department_code,department_name,revenue_source,revenue_source_name,revenue_collected,fiscal_period,apd_nm,trans_no,fiscal_period_month,fund_number_fund_name,department_code_department,revenue_source_revenue_source
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,5234,FED OPERAT-CHILD SUPPORT TIV-D,3981494.48,2,August,201901001003DOR,02 (August),General Fund (0010),DEPARTMENT OF REVENUE (DOR),FED OPERAT-CHILD SUPPORT TIV-D (5234)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,5240,FED OPER REIMB-MED ASSIS.CH766,14224.27,3,September,201901001003EHS,03 (September),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),FED OPER REIMB-MED ASSIS.CH766 (5240)
2019,DEPARTMENTAL,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,0630,FEES,2000353.87,3,September,201901010304DOT,03 (September),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),FEES (0630)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,RENTS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMR,DEPARTMENT OF DEVELOPMENTAL SERVICES,4028,RENTS/SLIDING FEE,219469.48,2,August,201901001004DMR,02 (August),General Fund (0010),DEPARTMENT OF DEVELOPMENTAL SERVICES (DMR),RENTS/SLIDING FEE (4028)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,3506,REIMB-DIRECT PATIENT PAYMENTS,23091,9,March,201901001004HLY,09 (March),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),REIMB-DIRECT PATIENT PAYMENTS (3506)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3115,LICENSES-DAMAGE APPRAISERS,2000,7,January,201901001004DOI,07 (January),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-DAMAGE APPRAISERS (3115)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FRINGE BENEFIT RECOVERY COST,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,GIC,GROUP INSURANCE COMMISSION,2011,FRINGE FED. GRANTS,196789862.9,13,Adjustment 1,201901001008GIC,13 (Adjustment 1),General Fund (0010),GROUP INSURANCE COMMISSION (GIC),FRINGE FED. GRANTS (2011)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3545,Reimb - Medicare Part D,187890.38,5,November,201901001004DPH,05 (November),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimb - Medicare Part D (3545)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,3048,LICENSES-DUPLICATE PLATES&CERT,100,13,Adjustment 1,201901001004DPU,13 (Adjustment 1),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),LICENSES-DUPLICATE PLATES&CERT (3048)
2019,DEPARTMENTAL,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,SALE OF GOODS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DOC,DEPARTMENT OF CORRECTION,4510,SALES-CORRECTION INDUSTRIES,1319912.43,2,August,201901001504DOC,02 (August),Intragovernmental Services Fund (0015),DEPARTMENT OF CORRECTION (DOC),SALES-CORRECTION INDUSTRIES (4510)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DFS,DEPARTMENT OF FIRE SERVICES,3092,LICENSES-FIREEXTINGU &SYS REGU,360,10,April,201901001004DFS,10 (April),General Fund (0010),DEPARTMENT OF FIRE SERVICES (DFS),LICENSES-FIREEXTINGU &SYS REGU (3092)
2019,CHARGEBACK REVENUES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DCP,CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION,BFAC,MITC Operations,830188.67,6,December,2019010010CBDCP,06 (December),General Fund (0010),CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION (DCP),MITC Operations (BFAC)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0527,FEES-LIMITED PARTNERSHIP,344850,9,March,201901001004SEC,09 (March),General Fund (0010),SECRETARY OF STATE (SEC),FEES-LIMITED PARTNERSHIP (0527)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3541,Board & Care 3rd Party,125078.53,12,June,201901001004DPH,12 (June),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Board & Care 3rd Party (3541)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3532,Reimbursement - direct Patient Payments,4806,9,March,201901001004DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimbursement - direct Patient Payments (3532)
2019,PENSION CONTRIBUTIONS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,PENSIONS - OTHER,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,2056,20% C & T FED. REM. TRB,614198.56,12,June,201901001006TRE,12 (June),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),20% C & T FED. REM. TRB (2056)
2019,DEPARTMENTAL,Budgeted Funds,0103,0000,Zero Subfund for 0103 Fund,Commonwealth Transportation Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,2200,HIGHWAY FINES C233 S86 1983,6817.91,11,May,201901010304TRC,11 (May),Commonwealth Transportation Fund (0103),TRIAL COURT (TRC),HIGHWAY FINES C233 S86 1983 (2200)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,3020,Loan Originator License Fee,38500,11,May,201901001004DOB,11 (May),General Fund (0010),DIVISION OF BANKS (DOB),Loan Originator License Fee (3020)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,AGR,DEPARTMENT of AGRICULTURAL RESOURCES,3000,LICENSES,181600,6,December,201901001004AGR,06 (December),General Fund (0010),DEPARTMENT of AGRICULTURAL RESOURCES (AGR),LICENSES (3000)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,RCC,ROXBURY COMMUNITY COLLEGE,0500,FEES,14000,7,January,201901001004RCC,07 (January),General Fund (0010),ROXBURY COMMUNITY COLLEGE (RCC),FEES (0500)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,6938,MISC- CORPORATIONS,35675.65,10,April,201901001007DOR,10 (April),General Fund (0010),DEPARTMENT OF REVENUE (DOR),MISC- CORPORATIONS (6938)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF EDUCATION,EEC,DEPARTMENT OF EARLY EDUCATION & CARE,6901,MISC-REFUNDS,24759.22,4,October,201901001007EEC,04 (October),General Fund (0010),DEPARTMENT OF EARLY EDUCATION & CARE (EEC),MISC-REFUNDS (6901)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES MISCELLANEOUS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0148,MOTOR VEHICLE EXCISE,47318.37,8,February,201901001001DOR,08 (February),General Fund (0010),DEPARTMENT OF REVENUE (DOR),MOTOR VEHICLE EXCISE (0148)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,UMS,UNIVERSITY OF MASSACHUSETTS SYSTEM,0530,FEES-TUITION,0,1,July,201901001004UMS,01 (July),General Fund (0010),UNIVERSITY OF MASSACHUSETTS SYSTEM (UMS),FEES-TUITION (0530)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DSS,DEPARTMENT OF CHILDREN AND FAMILIES,3535,REIMB-SSI-SSA-REVOLVING,1022212.07,5,November,201901001004DSS,05 (November),General Fund (0010),DEPARTMENT OF CHILDREN AND FAMILIES (DSS),REIMB-SSI-SSA-REVOLVING (3535)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,7760,REIMB. INDIGENT COUNSEL,25902.63,2,August,201901001004TRC,02 (August),General Fund (0010),TRIAL COURT (TRC),REIMB. INDIGENT COUNSEL (7760)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,6900,MISC,538.5,2,August,201901001007EQE,02 (August),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),MISC (6900)
2019,TAXES,Budgeted Funds,2001,0001,Marijuana Regulation Fund,Marijuana Regulation Fund,Taxes- Cannabis,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0422,Cannabis Excise Tax,3559626.8,12,June,201901200101DOR,12 (June),Marijuana Regulation Fund (2001),DEPARTMENT OF REVENUE (DOR),Cannabis Excise Tax (0422)
2019,INVESTMENT EARNINGS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,INTEREST INCOME,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,2120,INTEREST DMS,149.2,2,August,201901001005EHS,02 (August),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),INTEREST DMS (2120)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,PAR,PAROLE BOARD,6900,MISC,1711.21,8,February,201901001007PAR,08 (February),General Fund (0010),PAROLE BOARD (PAR),MISC (6900)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,HPC,HEALTH POLICY COMMISSION,0655,RSC HOSP FEES (CHPT 6A:65),23269.27,10,April,201901001002HPC,10 (April),General Fund (0010),HEALTH POLICY COMMISSION (HPC),RSC HOSP FEES (CHPT 6A:65) (0655)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DCP,CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION,4013,RENTS,900,8,February,201901001004DCP,08 (February),General Fund (0010),CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION (DCP),RENTS (4013)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,POL,DEPARTMENT OF STATE POLICE,5200,FED OPERATIONS REIMBURSEMENT,144305.05,3,September,201901001003POL,03 (September),General Fund (0010),DEPARTMENT OF STATE POLICE (POL),FED OPERATIONS REIMBURSEMENT (5200)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3134,LICENSES-AGENTS,650849.96,7,January,201901001004DOI,07 (January),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-AGENTS (3134)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,6900,MISC,210,3,September,201901001007DPU,03 (September),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),MISC (6900)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,CDA,EMERGENCY MANAGEMENT AGENCY,5296,Federal Disaster Recovery,145603.74,10,April,201901001003CDA,10 (April),General Fund (0010),EMERGENCY MANAGEMENT AGENCY (CDA),Federal Disaster Recovery (5296)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,4818,ASSESSMENT-CONSUMER SERVICE,223366.55,11,May,201901001002DOI,11 (May),General Fund (0010),DIVISION OF INSURANCE (DOI),ASSESSMENT-CONSUMER SERVICE (4818)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,RENTS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMR,DEPARTMENT OF DEVELOPMENTAL SERVICES,4028,RENTS/SLIDING FEE,263216.61,9,March,201901001004DMR,09 (March),General Fund (0010),DEPARTMENT OF DEVELOPMENTAL SERVICES (DMR),RENTS/SLIDING FEE (4028)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,2750,NSF CHECK CHARGE,40,1,July,201901001004FWE,01 (July),General Fund (0010),DEPARTMENT OF FISH AND GAME (FWE),NSF CHECK CHARGE (2750)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,3547,REIMB-3RD PARTY PAYMENT,5597,1,July,201901001004EHS,01 (July),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),REIMB-3RD PARTY PAYMENT (3547)
2019,DEPARTMENTAL,Budgeted Funds,2001,0001,Marijuana Regulation Fund,Marijuana Regulation Fund,FEES,CANNABIS CONTROL COMMISSION,CNB,CANNABIS CONTROL COMMISSION,0536,FEES,569.4,6,December,201901200104CNB,06 (December),Marijuana Regulation Fund (2001),CANNABIS CONTROL COMMISSION (CNB),FEES (0536)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,0535,FEES-EXAMINATIONS,31270,11,May,201901001004DOB,11 (May),General Fund (0010),DIVISION OF BANKS (DOB),FEES-EXAMINATIONS (0535)
2019,DEPARTMENTAL,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,2202,CMVI COLLECTION,325983.64,1,July,201901010304DOT,01 (July),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),CMVI COLLECTION (2202)
2019,DEPARTMENTAL,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3088,Licenses - Turkey Permit,15160,8,February,201901011404FWE,08 (February),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),Licenses - Turkey Permit (3088)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,PAR,PAROLE BOARD,0500,FEES,15980,1,July,201901001004PAR,01 (July),General Fund (0010),PAROLE BOARD (PAR),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,DFS,DEPARTMENT OF FIRE SERVICES,2750,NSF CHECK CHARGE,30,7,January,201901001004DFS,07 (January),General Fund (0010),DEPARTMENT OF FIRE SERVICES (DFS),NSF CHECK CHARGE (2750)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,CHE,SOLDIERS' HOME in MASSACHUSETTS,3505,REIMB-BOARD AND CARE 3RD PARTY,693.89,6,December,201901001004CHE,06 (December),General Fund (0010),SOLDIERS' HOME in MASSACHUSETTS (CHE),REIMB-BOARD AND CARE 3RD PARTY (3505)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DSS,DEPARTMENT OF CHILDREN AND FAMILIES,5287,TANF TRANSFER TO SSF,6380154,5,November,201901001003DSS,05 (November),General Fund (0010),DEPARTMENT OF CHILDREN AND FAMILIES (DSS),TANF TRANSFER TO SSF (5287)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,VET,DEPARTMENT OF VETERANS SERVICES,0500,FEES,51822,8,February,201901001004VET,08 (February),General Fund (0010),DEPARTMENT OF VETERANS SERVICES (VET),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0525,FEES,293705,6,December,201901001004DPH,06 (December),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FEES (0525)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,6900,MISC,551.64,12,June,201901001007FWE,12 (June),General Fund (0010),DEPARTMENT OF FISH AND GAME (FWE),MISC (6900)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES CIGARETTE,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0108,CIGARETTE,33168309.69,12,June,201901001001DOR,12 (June),General Fund (0010),DEPARTMENT OF REVENUE (DOR),CIGARETTE (0108)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,REG,DIVISION OF PROFESSIONAL LICENSURE,3157,RENEWAL LICENSE FEES,959812.5,9,March,201901001004REG,09 (March),General Fund (0010),DIVISION OF PROFESSIONAL LICENSURE (REG),RENEWAL LICENSE FEES (3157)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE of LABOR and WORKFORCE DEVELOPMENT,EOL,Executive Office of Labor and Workforce Development,3000,LICENSES,21120,6,December,201901001004EOL,06 (December),General Fund (0010),Executive Office of Labor and Workforce Development (EOL),LICENSES (3000)
2019,DEPARTMENTAL,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,0500,FEES,7992251.36,4,October,201901010304DOT,04 (October),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),FEES (0500)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,4903,DOI Operational Assessments,40028.47,4,October,201901001002DOI,04 (October),General Fund (0010),DIVISION OF INSURANCE (DOI),DOI Operational Assessments (4903)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,ENV,EXECUTIVE OFFICE OF ENVIRONMENTAL AFFAIRS,6900,MISC,8278.93,8,February,201901001007ENV,08 (February),General Fund (0010),EXECUTIVE OFFICE OF ENVIRONMENTAL AFFAIRS (ENV),MISC (6900)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,SECRETARY OF STATE,SEC,SECRETARY OF STATE,6900,MISC,23342.86,2,August,201901001007SEC,02 (August),General Fund (0010),SECRETARY OF STATE (SEC),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,3545,Reimb - Medicare Part D,17113.46,2,August,201901001004HLY,02 (August),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),Reimb - Medicare Part D (3545)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,THE CENTER FOR HEALTH INFORMATION & ANALYSIS,HCF,CENTER FOR HEALTH INFORMATION & ANALYSIS,0655,RSC HOSP FEES (CHPT 6A:65),8503912.24,5,November,201901001002HCF,05 (November),General Fund (0010),CENTER FOR HEALTH INFORMATION & ANALYSIS (HCF),RSC HOSP FEES (CHPT 6A:65) (0655)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3500,REIMBURSEMENTS,80933,2,August,201901001004FWE,02 (August),General Fund (0010),DEPARTMENT OF FISH AND GAME (FWE),REIMBURSEMENTS (3500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,0538,FEES,47859.08,10,April,201901001004EQE,10 (April),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),FEES (0538)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3500,REIMBURSEMENTS,75592.38,8,February,201901001004SDB,08 (February),General Fund (0010),SHERIFF DEPARTMENT BERKSHIRE (SDB),REIMBURSEMENTS (3500)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,6900,MISC,-820,13,Adjustment 1,201901001007DPU,13 (Adjustment 1),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),MISC (6900)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,OFFICE OF COMPTROLLER,OSC,OFFICE OF THE COMPTROLLER,BSSA,OSC Single State Audit,84855,10,April,2019010015CBOSC,10 (April),Intragovernmental Services Fund (0015),OFFICE OF THE COMPTROLLER (OSC),OSC Single State Audit (BSSA)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3000,LICENSES,577555,7,January,201901001004FWE,07 (January),General Fund (0010),DEPARTMENT OF FISH AND GAME (FWE),LICENSES (3000)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,3505,REIMB-BOARD AND CARE 3RD PARTY,52.13,2,August,201901001004HLY,02 (August),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),REIMB-BOARD AND CARE 3RD PARTY (3505)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES ROOM OCCUPANCY,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0143,ROOM OCCUPANCY,16029786.7,1,July,201901001001DOR,01 (July),General Fund (0010),DEPARTMENT OF REVENUE (DOR),ROOM OCCUPANCY (0143)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF EDUCATION,EEC,DEPARTMENT OF EARLY EDUCATION & CARE,3001,LICENSES-DAY CARE,72465,6,December,201901001004EEC,06 (December),General Fund (0010),DEPARTMENT OF EARLY EDUCATION & CARE (EEC),LICENSES-DAY CARE (3001)
